id,source,title,organization,application_start,application_end,progress_start,progress_end,situation,apply,link,phone,manager,charge,email,view_details_link,details,instructor,tuition,teaching_method,capacity,place,support,views,preference_id,region_id
88,부산평생교육정보망,[모모라미스튜디오] 팝아트 초상화 원데이 클래스,부산진구평생학습관,2024-08-23,2024-09-02,2024-12-04,2024-12-04,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7027&lectureCode=20240814WRII1796&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
89,부산평생교육정보망,크리스마스 토탈공예 (체험),부산진구평생학습관,2024-09-05,2024-09-11,2024-11-28,2024-12-12,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7127&lectureCode=20240828RTDC7048&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,051-605-6382,,,,,,공선아 동아리,무료,Offline (오프라인),10,강의실3,수강료 미지원,0,,9
90,부산평생교육정보망,15.[야간특강] 대한민국은 왜 아파트인가,서구평생학습관,2024-09-24,2024-10-13,2024-11-28,2024-11-28,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1664&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30,서구평생학습관,수강료 지원,0,,16
91,부산평생교육정보망,[모모라미스튜디오] 크리스마스 트리 나이프화,부산진구평생학습관,2024-08-23,2024-09-02,2024-11-27,2024-11-27,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7026&lectureCode=20240814NDTV2128&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
92,부산평생교육정보망,14.[야간특강] 주식 초보자도 쉽게 배우는 주식이야기,서구평생학습관,2024-09-24,2024-10-13,2024-11-21,2024-11-21,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1663&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30,서구평생학습관,수강료 지원,0,,16
93,부산평생교육정보망,[베이킹숲] 나만의 홈베이킹 (주말/3기),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-16,2024-11-30,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7022&lectureCode=20240814FQUB7352&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),6,기타,수강료 미지원,0,,9
94,부산평생교육정보망,[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말2),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-16,2024-11-23,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7050&lectureCode=20240816CEOX6792&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
95,부산평생교육정보망,18.[주말 가족특강] 예쁜 간식 화과자 만들기(10구),서구평생학습관,2024-09-24,2024-10-13,2024-11-16,2024-11-16,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1667&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,10,서구평생학습관,수강료 지원,0,,16
96,부산평생교육정보망,[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말2),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-16,2024-11-16,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7050&lectureCode=20240816CEOX6792&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
97,부산평생교육정보망,13.[야간특강] 저자극 각질제거 커피슈거 스크럽제,서구평생학습관,2024-09-24,2024-10-13,2024-11-14,2024-11-14,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1662&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30,서구평생학습관,수강료 지원,0,,16
98,부산평생교육정보망,[송협주판화공방] 실크스크린 아카데미(11월),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-07,2024-11-28,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7011&lectureCode=20240814HMEG1365&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
99,부산평생교육정보망,"홈 인테리어, 토탈공예 (체험)",부산진구평생학습관,2024-09-05,2024-09-11,2024-11-07,2024-11-21,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7126&lectureCode=20240828HXJB8798&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,051-605-6382,,,,,,최진선,무료,Offline (오프라인),10,강의실3,수강료 미지원,0,,9
100,부산평생교육정보망,12.[야간특강] 수려한 원석 비즈공예 비녀,서구평생학습관,2024-09-24,2024-10-13,2024-11-07,2024-11-07,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1661&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30,서구평생학습관,수강료 지원,0,,16
101,부산평생교육정보망,[은모루] 퇴근후 취미는 실버쥬얼리 - 크리스마스선물(야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-06,2024-12-11,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7074&lectureCode=20240816NILY9503&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
102,부산평생교육정보망,나만의 플라워 스튜디오(11월),부산진구평생학습관,2024-09-05,2024-09-11,2024-11-06,2024-11-27,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7112&lectureCode=20240828MJHZ4261&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,051-605-6382,,,,,,박진우,무료,Offline (오프라인),15,조리실,수강료 미지원,0,,9
103,부산평생교육정보망,[모모라미스튜디오] 왕초보 나이프화 - 겨울,부산진구평생학습관,2024-08-23,2024-09-02,2024-11-06,2024-11-20,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7028&lectureCode=20240814CUJF1901&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
104,부산평생교육정보망,[유리풀] 스테인드 글라스 조명 만들기,부산진구평생학습관,2024-08-23,2024-09-02,2024-11-06,2024-11-06,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7082&lectureCode=20240823LSCG3549&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
105,부산평생교육정보망,[헤르테세라믹] 유니크한 오브제 만들기(저녁),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-05,2024-12-03,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7044&lectureCode=20240816OGQY4056&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
106,부산평생교육정보망,[윤슬공방] 나만의 제품 만들기 - 양단 조끼(중급반),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-05,2024-11-14,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=6990&lectureCode=20240814TOGE5596&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
107,부산평생교육정보망,[헤르테세라믹] 유니크한 오브제 만들기(저녁),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-04,2024-12-02,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7044&lectureCode=20240816OGQY4056&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
108,부산평생교육정보망,[헤르테세라믹] 유니크한 오브제 만들기(오전),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-04,2024-12-02,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7084&lectureCode=20240823VXGJ6156&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
109,부산평생교육정보망,[한걸음]플라워하바리움 소품,서구평생학습관,2024-09-25,2024-10-11,2024-11-04,2024-11-04,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1682&menuCd=DOM_000000703001004000,051-240-4045,,,,,,,무료,관련링크 참조,10,서구평생학습관,수강료 지원,0,,16
110,부산평생교육정보망,꼬마쉐프! 요리교실 (11월),부산진구평생학습관,2024-09-05,2024-09-11,2024-11-02,2024-11-30,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7124&lectureCode=20240828ZFYP2879&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=N&limitNum=3&seqAry=,051-605-6382,,,,,,김명진,무료,Offline (오프라인),6,조리실,수강료 미지원,0,,9
111,부산평생교육정보망,[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말1),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-02,2024-11-09,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7051&lectureCode=20240816TALY7438&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
112,부산평생교육정보망,[퓨어공방] 스칸디아모스로 가족과 함께해요 (주말1),부산진구평생학습관,2024-08-23,2024-09-02,2024-11-02,2024-11-02,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7051&lectureCode=20240816TALY7438&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
113,부산평생교육정보망,11.[야간특강] 실용적인 압화 에코백,서구평생학습관,2024-09-24,2024-10-13,2024-10-31,2024-10-31,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1660&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30,서구평생학습관,수강료 지원,0,,16
114,부산평생교육정보망,[은모루] 퇴근후 취미는 실버쥬얼리 - 크리스마스선물,부산진구평생학습관,2024-08-23,2024-09-02,2024-10-30,2024-12-04,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7074&lectureCode=20240816NILY9503&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
115,부산평생교육정보망,[한걸음]모루인형 키링,서구평생학습관,2024-09-25,2024-10-11,2024-10-28,2024-10-28,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1681&menuCd=DOM_000000703001004000,051-240-4045,,,,,,,무료,관련링크 참조,10,서구평생학습관,수강료 지원,0,,16
116,부산평생교육정보망,(10/26) 가족이 함께 떠나는 숲체험 & 놀이 - 낙엽으로 만드는 무지개 세계,북구평생학습관,2024-08-16,2024-10-19,2024-10-26,2024-10-26,접수마감,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2450,,,,,,,,무료,Offline (오프라인),10,야외수업(화명생태공원),수강료 미지원,0,,15
117,부산평생교육정보망,[제4회 중구평생학습주간 특강] 북유럽 신화와 인문학,중구평생학습관,2024-10-02,2024-10-18,2024-10-25,2024-10-25,접수마감,온라인,http://www.bsjunggu.go.kr/yeyak/board/view.junggu?boardId=BBS_0000078&menuCd=DOM_000001001002000000&dataSid=238189,051-600-4165,,,,,,인문학당 달리 주관,무료,Offline (오프라인),10,1강의실,수강료 미지원,0,,6
118,부산평생교육정보망,10.[야간특강] 가을에 어울리는 DIY향수 디퓨저,서구평생학습관,2024-09-24,2024-10-13,2024-10-24,2024-10-24,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1659&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30,서구평생학습관,수강료 지원,0,,16
119,부산평생교육정보망,커피 바리스타,영도구평생학습관,2024-09-19,2024-09-30,2024-10-23,2024-12-19,접수마감,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2905,--,,,,,,김효진,유료,Offline (오프라인),10,영도장애인복지관,수강료 미지원,0,,17
120,부산평생교육정보망,(10/23) 맛있는 커피의 비밀! 핸드드립 제대로 내리는 법 A to Z,북구평생학습관,2024-08-16,2024-10-16,2024-10-23,2024-10-23,접수마감,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2444,,,,,,,,유료,Offline (오프라인),12,만덕도서관 회의실,수강료 미지원,0,,15
121,부산평생교육정보망,[BLESS 4U] (10/22) 3세대 가족스포츠 '한궁' 게임 체험,북구평생학습관,2024-09-23,2024-10-18,2024-10-22,2024-10-22,접수마감,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2468,051-309-6172,,,,,,,무료,Offline (오프라인),12,만덕도서관 3층 회의실,수강료 미지원,0,,15
122,부산평생교육정보망,[BLESS 4U] (10/22) 3세대 가족스포츠 <한궁> 게임 체험,북구평생학습관,2024-09-23,2024-10-18,2024-10-22,2024-10-22,접수마감,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2468,051-309-6172,,,,,,,무료,Offline (오프라인),12,만덕도서관 3층 회의실,수강료 미지원,0,,15
123,부산평생교육정보망,[한걸음]가을을 머금은 하이볼,서구평생학습관,2024-09-25,2024-10-11,2024-10-21,2024-10-21,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1680&menuCd=DOM_000000703001004000,051-240-4045,,,,,,,무료,관련링크 참조,10,서구평생학습관,수강료 지원,0,,16
124,부산평생교육정보망,"하반기 영어 Story Time With Craft(2018~2019년, 6~7세)",영도구평생학습관,2024-09-11,2024-10-17,2024-10-19,2024-11-30,접수마감,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2914,051-419-5673,,,,,,최진영,무료,Offline (오프라인),15,Yellow Class,수강료 미지원,0,,17
125,부산평생교육정보망,하반기 영어 Talk Talk English(2017~2016)초등1~2학년,영도구평생학습관,2024-09-11,2024-10-17,2024-10-19,2024-11-30,접수마감,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2915,051-419-5673,,,,,,이미숙,무료,Offline (오프라인),15,Green Class,수강료 미지원,0,,17
126,부산평생교육정보망,(10/19) 숲해설가와 떠나는 가을숲 나들이 - 화지산 편백숲과 식물천연기념물 탐방,북구평생학습관,2024-08-16,2024-10-12,2024-10-19,2024-10-19,접수마감,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2449,,,,,,,,무료,Offline (오프라인),20,야외수업(화지산 일대),수강료 미지원,0,,15
127,부산평생교육정보망,(10/19) 숲해설가와 떠나는 가을숲 나들이 - 화지산 편백숲 탐방,북구평생학습관,2024-08-16,2024-10-12,2024-10-19,2024-10-19,접수마감,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2449,,,,,,,,무료,Offline (오프라인),20,야외수업(화지산 일대),수강료 미지원,0,,15
128,부산평생교육정보망,[한걸음]도자기 공예,서구평생학습관,2024-09-25,2024-10-11,2024-10-18,2024-11-08,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1677&menuCd=DOM_000000703001004000,051-240-4045,,,,,,,무료,관련링크 참조,10,오캄세라믹,수강료 지원,0,,16
129,부산평생교육정보망,[한걸음]귀가 열리는 팝송,서구평생학습관,2024-09-25,2024-10-11,2024-10-18,2024-11-08,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1676&menuCd=DOM_000000703001004000,051-240-4045,,,,,,,무료,관련링크 참조,10,남일이네작은도서관,수강료 지원,0,,16
130,부산평생교육정보망,10월 폴짝폴짝 체험형 동화구연(10.18.) B반,영도구평생학습관,2024-10-08,2024-10-17,2024-10-18,2024-10-18,접수마감,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2930,051-419-4834,,,,,,이근희,무료,Offline (오프라인),7,영도도서관 지하1층 폴짝폴짝,수강료 미지원,0,,17
131,부산평생교육정보망,10월 폴짝폴짝 체험형 동화구연(10.18.) A반,영도구평생학습관,2024-10-08,2024-10-17,2024-10-18,2024-10-18,접수마감,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2929,051-419-4834,,,,,,이근희,무료,Offline (오프라인),7,영도도서관 지하1층 폴짝폴짝,수강료 미지원,0,,17
132,부산평생교육정보망,스마트폰 기초 및 활용,영도구평생학습관,2024-10-10,2024-10-15,2024-10-17,2024-12-05,접수마감,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2927,--,,,,,,,무료,Offline (오프라인),6,,수강료 미지원,0,,17
133,부산평생교육정보망,[한걸음]아크릴 캔버스화,서구평생학습관,2024-09-25,2024-10-11,2024-10-17,2024-11-07,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1675&menuCd=DOM_000000703001004000,051-240-4045,,,,,,,무료,관련링크 참조,7,탑화실,수강료 지원,0,,16
134,부산평생교육정보망,힐링 토탈공예 (체험),부산진구평생학습관,2024-09-05,2024-09-11,2024-10-17,2024-10-31,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7125&lectureCode=20240828OLAU8443&menuCd=DOM_000001501002000000&orgLectGubun=life&period=138&periodLimit=Y&limitNum=3&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),10,강의실3,수강료 미지원,0,,9
135,부산평생교육정보망,9.[야간특강] 가을꽃과 함께하는 이니셜 레진키링,서구평생학습관,2024-09-24,2024-10-16,2024-10-17,2024-10-17,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1658&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30,서구평생학습관,수강료 지원,0,,16
136,부산평생교육정보망,3.[정규]치매재활 활동가 양성 과정,서구평생학습관,2024-09-24,2024-10-13,2024-10-16,2024-12-18,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1652&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30,서구평생학습관,수강료 지원,0,,16
137,부산평생교육정보망,가을 따라 숲길 따라 사하林 [산림치유 프로그램],사하구평생학습관,2024-08-22,2024-10-09,2024-10-16,2024-11-20,접수마감,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5664,051-220-5546~8,,,,,,김영정외,무료,Offline (오프라인),15,"사하구평생학습관, 승학산 치유의 숲",수강료 미지원,0,,10
138,부산평생교육정보망,[오감만족 문화예술] 가요와 함께 만나는 합창 *10.23 휴강*,사하구평생학습관,2024-08-22,2024-10-09,2024-10-16,2024-11-06,접수마감,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5663,051-220-5546~8,,,,,,윤성원,무료,Offline (오프라인),20,사하구평생학습관,수강료 미지원,0,,10
139,부산평생교육정보망,[한걸음]천연생활용품,서구평생학습관,2024-09-25,2024-10-11,2024-10-16,2024-11-06,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1674&menuCd=DOM_000000703001004000,051-240-4045,,,,,,,무료,관련링크 참조,10,소윤아뜰리에,수강료 지원,0,,16
140,부산평생교육정보망,[모모라미스튜디오] 왕초보 나이프화 - 겨울(야간),부산진구평생학습관,2024-08-23,2024-09-02,2024-10-16,2024-10-30,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7028&lectureCode=20240814CUJF1901&menuCd=DOM_000001501002000000&orgLectGubun=life&period=137&periodLimit=N&limitNum=99&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),8,기타,수강료 미지원,0,,9
141,부산평생교육정보망,책과 함께하는 힐링 플랜테리어,영도구평생학습관,2024-10-08,2024-10-16,2024-10-16,2024-10-23,접수마감,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2928,051-419-4832,,,,,,권진아,무료,Offline (오프라인),10,지혜+강의실,수강료 미지원,0,,17
142,부산평생교육정보망,(10/16) 퍼스널 골격(체형) 진단 & 스타일링,북구평생학습관,2024-08-16,2024-10-09,2024-10-16,2024-10-16,접수마감,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2443,,,,,,,,무료,Offline (오프라인),12,만덕도서관 회의실,수강료 미지원,0,,15
143,부산평생교육정보망,1.[정규]천마산 이야기를 담은 창작 동화책 제작 과정,서구평생학습관,2024-09-24,2024-10-13,2024-10-15,2024-12-03,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1650&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,15,서구평생학습관,수강료 지원,0,,16
144,부산평생교육정보망,하반기 영어 Theme English(원어민)초등1~2학년,영도구평생학습관,2024-09-12,2024-10-10,2024-10-15,2024-11-26,접수마감,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2916,051-419-5673,,,,,,TIMSander,무료,Offline (오프라인),15,2층 Multipurpose-room,수강료 미지원,0,,17
145,부산평생교육정보망,하반기 영어 Theme English(원어민)초등1~2학년,영도구평생학습관,2024-09-12,2024-10-10,2024-10-15,2024-11-25,접수마감,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2916,051-419-5673,,,,,,TIMSander,무료,Offline (오프라인),15,2층 Multipurpose-room,수강료 미지원,0,,17
146,부산평생교육정보망,청년을 위한 자산 관리 방법과 기초 재테크 *청년(19~39세) 우선 선발*,사하구평생학습관,2024-08-22,2024-10-08,2024-10-15,2024-11-12,접수마감,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5659,051-220-5546~8,,,,,,임주은,무료,Offline (오프라인),30,사하구평생학습관,수강료 미지원,0,,10
147,부산평생교육정보망,함께 실천해요! 환경테라피 지구품愛,북구평생학습관,2024-08-16,2024-10-08,2024-10-15,2024-11-05,접수마감,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2438,,,,,,,,유료,Offline (오프라인),12,만덕도서관 회의실,수강료 미지원,0,,15
148,부산평생교육정보망,[한걸음]베이킹클래스,서구평생학습관,2024-09-25,2024-10-11,2024-10-15,2024-11-05,접수마감,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1673&menuCd=DOM_000000703001004000,051-240-4045,,,,,,,무료,관련링크 참조,8,부산더푸디요리연구소,수강료 지원,0,,16
149,부산평생교육정보망,[BLESS 4U] (10/15) 치매 방지에 최고! <색소폰> 무엇이든 물어보세요,북구평생학습관,2024-09-23,2024-10-11,2024-10-15,2024-10-15,접수마감,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2467,051-309-6172,,,,,,,무료,Offline (오프라인),12,만덕도서관 3층 회의실,수강료 미지원,0,,15
150,부산평생교육정보망,[박람회공방존] 터프팅 키링 만들기(오후),부산진구평생학습관,2024-10-10,2024-10-14,2024-10-15,2024-10-15,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7285&lectureCode=20241009GJKQ0211&menuCd=DOM_000001501002000000&orgLectGubun=life&period=139&periodLimit=N&limitNum=1&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),20,기타,수강료 미지원,0,,9
151,부산평생교육정보망,[박람회공방존] 실크스크린 양말 만들기(오전),부산진구평생학습관,2024-10-10,2024-10-14,2024-10-15,2024-10-15,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7276&lectureCode=20241009YDOG4454&menuCd=DOM_000001501002000000&orgLectGubun=life&period=139&periodLimit=N&limitNum=1&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),20,기타,수강료 미지원,0,,9
152,부산평생교육정보망,[박람회공방존] 한송이 빼빼로 플라워 만들기(오전),부산진구평생학습관,2024-10-10,2024-10-14,2024-10-15,2024-10-15,접수마감,온라인,http://www.busanjin.go.kr/user/lifelong/lecture/eduDetail.busanjin?pageIndex=1&pageSize=5&idx=7272&lectureCode=20241009YGMB2607&menuCd=DOM_000001501002000000&orgLectGubun=life&period=139&periodLimit=N&limitNum=1&seqAry=,051-605-6382,,,,,,김하영,무료,Offline (오프라인),20,기타,수강료 미지원,0,,9
