id,source,company,title,subtitle,salary,signup_date,due_date,region_name,career,education,work_type,work_category,link,contact,preferred_qualifications,views,work_hours,details,email,certification,preference_id,region_id
11,국민 일자리 벼룩시장,의료법인중앙나라요양병원,병원구내식당 조리사(부조리장)/ 조리원 모집,,회사내규에 따름,2024-10-22,2999-12-31,부산 중구 중앙대로 69,무관,무관, 위촉직,"주방·주방보조·설거지, 주방장·조리사",http://www.findjob.co.kr/job/view/0113171244094094/WJ010310/,010-6581-5316 문자문의,,0,"06:00~18:00 협의가능, 휴게시간 포함","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113171244&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1368px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,6
12,국민 일자리 벼룩시장,최뼈다구해장국,주간 주방 / 주간 홀서빙 모집,,"2,980,000원",2024-10-22,2999-12-31,부산 사상구 광장로 22,무관,무관, 정규직,"주방·주방보조·설거지, 서빙·포장",http://www.findjob.co.kr/job/view/0113172044094094/WJ010310/,010-5368-4213 문자문의,,0,"09:00~21:00 협의가능, 휴게시간 포함","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113172044&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1338px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,4
13,국민 일자리 벼룩시장,모시모시,홀서빙 정직원 및 아르바이트 모집합니다,,"2,800,000원 이상",2024-10-22,2999-12-31,부산 중구 중앙대로 2,무관,무관," 정규직, 아르바이트(파트타임), 위촉직","요리·서빙 기타, 서빙·포장",http://www.findjob.co.kr/job/view/0113170390094094/WJ010310/,010-4841-6245 문자문의,,0,"10:30~21:00 협의가능, 휴게시간 포함, 휴게시간유","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113170390&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1349px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,6
14,국민 일자리 벼룩시장,부자집돼지국밥,홀서빙 모집,,회사내규에 따름,2024-10-22,9999-01-01,부산 기장군 정관읍 구연방곡로 7-1,무관,무관, 위촉직,서빙·포장,http://www.findjob.co.kr/job/view/0113167071094094/WJ010310/,010-3558-0857 문자문의,,0,09:00~21:00 휴게시간 포함,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113167071&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1361px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,2
15,국민 일자리 벼룩시장,더리본 주식회사,"장례행사 도우미(서빙,세팅) 1일 15만+추가수당 / 웨딩플래너,상례사,영업사원 모집",,"150,000원 이상",2024-10-22,2999-12-31,부산 부산진구 자유평화로 11,무관,무관," 정규직, 계약직, 아르바이트(파트타임)","상조·웨딩·연회, 서빙·포장, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113172536084084/WJ010310/,010-2320-2677,,0,09:30~17:30,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113172536&amp;InputBranch=84&amp;LayoutBranch=84&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2290px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
16,국민 일자리 벼룩시장,(주)대웅,"직원 모집 ( 급여,시간 근무지별 상이 상세내용 참조-각담당자 연락처확인 )",,"2,450,000원 이상",2024-10-22,2999-12-31,부산 기장군 장안읍 장안산단3로 43,무관,무관," 정규직, 아르바이트(파트타임)","주방장·조리사, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113158045094094/WJ010310/,010-2110-6688,,0,"08:30~18:00 협의가능, 휴게시간 포함, 근무지별 상이","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113158045&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2626px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,2
17,국민 일자리 벼룩시장,프론티어식품 주식회사,식품회사 주간생산(물류)/ 포장실(남여)/ 물류관리 (신체건강한분),,회사내규에 따름,2024-10-22,2999-12-31,부산 기장군 장안읍 오리산단로 174,무관,무관, 위촉직,"생산·제조·조립·인쇄, 농수산물 가공·식품 제조, 포장·검사",http://www.findjob.co.kr/job/view/0113168318094094/WJ010310/,051-442-1116,,0,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113168318&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""976px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,2
18,국민 일자리 벼룩시장,더리본 주식회사,"장례행사 도우미(서빙,세팅) / 웨딩플래너,상례사,영업사원 모집",,"150,000원 이상",2024-10-22,2999-12-31,부산 부산진구 자유평화로 11,무관,무관," 정규직, 계약직, 아르바이트(파트타임)","상조·웨딩·연회, 서빙·포장, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113171657084084/WJ010310/,010-3839-5771,,0,09:30~17:30,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113171657&amp;InputBranch=84&amp;LayoutBranch=84&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2504px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
19,국민 일자리 벼룩시장,모노어패럴,미싱사/삼봉사/오바사/정리모집,,회사내규에 따름,2024-10-22,2999-12-31,부산 부산진구 중앙대로909번길 35,무관,무관, 위촉직,섬유·재단·미싱,http://www.findjob.co.kr/job/view/0113171184094094/WJ010310/,010-8536-8833,,0,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113171184&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1831px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
20,국민 일자리 벼룩시장,이엘호텔,객실 카운터 직원 격일제근무 운전필수 송도인근거주자환영,,회사내규에 따름,2024-10-22,2999-12-31,부산 서구 충무대로34번길 37-3,"신입, 경력",무관, 위촉직,"모텔·호텔·숙박, 서비스 기타",http://www.findjob.co.kr/job/view/0113168298094094/WJ010310/,010-3567-9427,,0,"협의가능 협의가능, .","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113168298&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""950px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,16
21,국민 일자리 벼룩시장,브이호텔,(부산브이호텔) 청소 /주간 카운터 직원 구합니다,,"2,500,000원",2024-10-22,2999-12-31,부산 해운대구 구남로18번길 46,무관,무관, 위촉직,"모텔·호텔·숙박, 청소·미화·방역",http://www.findjob.co.kr/job/view/0113170918094094/WJ010310/,010-5136-5765 문자문의,,0,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113170918&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1368px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,12
22,국민 일자리 벼룩시장,(주)삼정기업,미화원 모집,,"1,860,460원",2024-10-22,2999-12-31,부산 기장군 기장읍 기장해안로 147,무관,무관, 정규직,청소·미화·방역,http://www.findjob.co.kr/job/view/0113162376094094/WJ010310/,051-901-1804,,0,"08:30~16:30 협의가능, 휴게시간 포함","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113162376&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1067px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,2
23,국민 일자리 벼룩시장,옛날오막집,"주방조리(오전,오후) /주방보조(종일,오후) 모집",,회사내규에 따름,2024-10-22,9999-01-01,부산 서구 구덕로274번길 14,무관,무관, 위촉직,"주방·주방보조·설거지, 주방장·조리사",http://www.findjob.co.kr/job/view/0113155244094094/WJ010310/,010-8210-6973 문자문의,,0,"09:30~15:30 협의가능, 휴게시간 포함","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113155244&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1650px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,16
24,국민 일자리 벼룩시장,만부식당,만부부대찌개 홀서빙 / 주방보조구함,,"11,000원",2024-10-22,9999-01-01,부산 해운대구 좌동순환로 463,무관,무관," 정규직, 아르바이트(파트타임)","주방·주방보조·설거지, 서빙·포장",http://www.findjob.co.kr/job/view/0113170887094094/WJ010310/,010-8515-9288,,0,17:00~23:00 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113170887&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1148px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,12
25,국민 일자리 벼룩시장,와와샤브 대신점,주방정직원 모집합니다,,회사내규에 따름,2024-10-22,2999-12-31,부산 서구 대영로 54,무관,무관, 위촉직,"주방·주방보조·설거지, 요리·서빙 기타",http://www.findjob.co.kr/job/view/0113171964094094/WJ010310/,010-9280-4779,,0,"10:30~22:00 휴게시간 포함, (브레이크타임유 3시~오후","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113171964&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1330px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,16
26,국민 일자리 벼룩시장,송원에프앤씨,자반제조업체 현장생산직 정직원 구함,,회사내규에 따름,2024-10-22,2999-12-31,부산 사하구 다대로605번길 9,무관,무관, 위촉직,"농수산물 가공·식품 제조, 생산·제조·조립·인쇄",http://www.findjob.co.kr/job/view/0113172672094094/WJ010310/,010-3279-1210 문자문의,,0,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113172672&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1188px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,10
27,국민 일자리 벼룩시장,마사회부산경마공원 (주)삼구에프에스,마사회 부산경마공원 직원식당 조리원 모집,08시~17시/주5일/부산 강서구 범방동,"9,860원 이상",2024-10-22,2999-12-31,부산 강서구 가락대로 929,무관,무관," 계약직, 파견직, 아르바이트(파트타임)","주방·주방보조·설거지, 주방장·조리사, 서빙·포장",http://www.findjob.co.kr/job/view/0113162091090090/WJ010310/,010-3231-8458 문자문의,,0,08:00~17:00 휴게시간 포함,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113162091&amp;InputBranch=90&amp;LayoutBranch=90&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2182px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,7
28,국민 일자리 벼룩시장,스타김밥,"(스타김밥) 주방직원 유경험자 06시~10시 매주일요일휴무 시급12,000원",,"12,000원",2024-10-22,2999-12-31,부산 연제구 좌수영로 225,무관,무관, 아르바이트(파트타임),"주방·주방보조·설거지, 요리·서빙 기타",http://www.findjob.co.kr/job/view/0113169464094094/WJ010310/,010-9778-2275,,0,06:00~10:00,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113169464&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1159px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,11
29,국민 일자리 벼룩시장,인쌩맥주부산온천천점,인쌩맥주 부산온천천점에서 주방직원 모집합니다.(안락동),,"10,000원",2024-10-22,9999-01-01,부산 동래구 온천천로 461,무관,무관, 정규직,"주방장·조리사, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0006488761180180/WJ010310/,010-7558-9955,,0,"18:00~24:00 협의가능, 휴게시간 포함","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=6488761&amp;InputBranch=180&amp;LayoutBranch=180&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""37px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,3
30,국민 일자리 벼룩시장,영진식당,국밥집 홀서빙 주5일 교대휴무 월300만,,"3,000,000원",2024-10-22,2999-12-31,부산 사하구 하신번영로157번길 39,무관,무관, 정규직,"요리·서빙 기타, 서빙·포장",http://www.findjob.co.kr/job/view/0113163588094094/WJ010310/,010-7127-2900,,0,"09:00~21:30 협의가능, 휴게시간 포함","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113163588&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1012px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,10
31,국민 일자리 벼룩시장,주식회사 금정산부곡온천,주차관리 직원모집,,"2,300,000원",2024-10-22,9999-01-01,부산 금정구 수림로20번길 36,무관,무관, 정규직,"주차관리·주차도우미, 백화점·아울렛·쇼핑몰",http://www.findjob.co.kr/job/view/0113171459094094/WJ010310/,010-9832-1255 문자문의,,0,13:00~22:00 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113171459&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1136px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,13
32,국민 일자리 벼룩시장,효성,"미싱사, 시다 직원모집합니다",,회사내규에 따름,2024-10-22,9999-01-01,부산 연제구 과정로226번길 13,무관,무관, 위촉직,"생산·기술 기타, 섬유·재단·미싱, 생산·제조·조립·인쇄",http://www.findjob.co.kr/job/view/0113163569094094/WJ010310/,010-8531-9517,,0,08:30~18:00 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113163569&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""808px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,11
33,국민 일자리 벼룩시장,노크서면점,"노크 서면 직영점 / 주방쉐프 모집 월250만 주4일근무 금,토,일,월 경력자우대",,"2,500,000원 이상",2024-10-22,9999-01-01,부산 부산진구 중앙대로692번길 16,년수무관,무관," 정규직, 계약직","주방장·조리사, 요리·서빙 기타, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113162517090090/WJ010310/,010-9583-9373,,0,"20:00~08:00 협의가능, 일,월요일은 18시~06시","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113162517&amp;InputBranch=90&amp;LayoutBranch=90&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2234px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
34,국민 일자리 벼룩시장,삼원가사원,"파출부 일하실분/ 쓰실분 구내식당,일반식당,청소, 가사도우미등 모든일자리제공",,회사내규에 따름,2024-10-22,2999-12-31,부산 부산진구 부전로 157-1,무관,무관," 위촉직, 프리랜서","주방·주방보조·설거지, 가사도우미·베이비시터, 청소·미화·방역",http://www.findjob.co.kr/job/view/0113154431094094/WJ010310/,010-6676-5757 문자문의,,0,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113154431&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2898px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,,9
