id,combined_cleaned,region_id
161,아름다운 선으로 완성하는 문인화 부산진구평생학습관 예술형,9
162,한걸음오감만족 미식여행 서구평생학습관 예술형,16
163,한걸음에스프레소애플마티니 칵테일 서구평생학습관 예술형,16
164,베이킹숲 나만의 홈베이킹 주말기 부산진구평생학습관 현실형,9
165,년 영도에서 떠나는 유럽예술여행기 영도구평생학습관 예술형,17
166,월 토요스토리텔링 영도구평생학습관 사회형,17
167,정규 이야기할머니 양성 과정동화구연지도사 자격증 서구평생학습관 사회형,16
168,기타교실클래식포크 영도구평생학습관 현실형,17
169,줌온라인 두피건강과 얼굴이 작아지는 셀프마사지 서구평생학습관 예술형,16
170,월 폴짝폴짝 체험형 동화구연 반 영도구평생학습관 예술형,17
171,월 폴짝폴짝 체험형 동화구연 반 영도구평생학습관 예술형,17
172,움직임 명상스스로 치유하는 몸 영도구평생학습관 현실형,17
173,기초 탄탄 일본어 동사활용 회화초급 부산진구평생학습관 진취형,9
174,부모 조부모금쪽같은 우리아이 긍정적 훈육법 서구평생학습관 사회형,16
175,상희플라워 플로리스트로 꿈을 키우다주간 부산진구평생학습관 예술형,9
176,상희플라워 플로리스트로 꿈을 키우다야간 부산진구평생학습관 예술형,9
177, 나도 영화감독 스마트폰으로 단편영화 영상 제작 서구평생학습관 진취형,16
178,우리동네 인문학 교실 쉽고 재미있는 클래식 에세이 북구평생학습관 진취형,15
179,위드아이센터 마크라메로 만드는 따뜻한 인테리어 소품 부산진구평생학습관 예술형,9
180,위드아이센터 마크라메로 만드는 따뜻한 인테리어 소품야간 부산진구평생학습관 예술형,9
181,송협주판화공방 실크스크린 아카데미월 부산진구평생학습관 예술형,9
182,감성을 담은 도자기 공예 부산진구평생학습관 예술형,9
183,폐강 감성을 담은 도자기 공예 부산진구평생학습관 예술형,9
184,야간특강 하나뿐인 나만의 수제도장 서구평생학습관 예술형,16
185,통합실버케어전문가 자격과정 개강 사하구평생학습관 사회형,10
186,퀼트프랑스 자수 영도구평생학습관 예술형,17
187,바른자세 필라테스 부산진구평생학습관 현실형,9
188,줌온라인 주 완성 연필스케치 기초 서구평생학습관 예술형,16
189,색연필로 그리는 그림책 속 숨은 명화 북구평생학습관 예술형,15
190,디지털배움터 카드뉴스 제작반 사하구평생학습관 진취형,10
191,  스마트폰 기초 설정편 북구평생학습관 진취형,15
192,고전문학 세계사와 함께 읽기 사하구평생학습관 진취형,10
193,색소폰 영도구평생학습관 예술형,17
194,신중년인생이모작 근골격계질환 예방관리법 서구평생학습관 사회형,16
195,위드아이센터 토퍼로 창업 기초 클래스 부산진구평생학습관 예술형,9
196,위드아이센터 토퍼로 창업 기초 클래스야간 부산진구평생학습관 예술형,9
197,줌온라인 쉽게 배워 당장 써먹는 절세비법연말정산과 세금이야기 서구평생학습관 진취형,16
198,월 왕초보 컴퓨터 입문 부산진구평생학습관 진취형,9
199,월 인터넷 활용 부산진구평생학습관 진취형,9
200,월 한셀로 계산하기 부산진구평생학습관 진취형,9
201,월 실무 엑셀 부산진구평생학습관 진취형,9
202,제회 영도 아카데미 전한길 강사 일타강사 전한길이 전하는 성공과 행복 영도구평생학습관 진취형,17
203,클래식 발레세반시 영도구평생학습관 예술형,17
204,클래식 발레세반시 영도구평생학습관 예술형,17
205,클래식 발레초등학년 시 영도구평생학습관 예술형,17
206,쉽게 배우는 수학 보드게임 부산진구평생학습관 진취형,9
207,놀면서 창의력이 쑥쑥 놀이수학 초등저 부산진구평생학습관 진취형,9
208,집중력 향상 창의 보드게임 부산진구평생학습관 진취형,9
209,알쏭달쏭 키즈과학 연구소 세 부산진구평생학습관 진취형,9
210,놀면서 창의력이 쑥쑥 놀이수학 초등저 부산진구평생학습관 진취형,9
211,알쏭달쏭 키즈과학 연구소 세초등저 부산진구평생학습관 진취형,9
212,퓨어공방 여유로운 주말 스칸디아모스와 함께해요 부산진구평생학습관 예술형,9
213,꼬마쉐프 요리교실 월 부산진구평생학습관 사회형,9
214,상희플라워 초등원예테라피 그림책과 함께 마음 꽃 피우다 부산진구평생학습관 예술형,9
215,뜨개질로 만드는 아기모자 사하구평생학습관 예술형,10
216,퓨어공방 여유로운 주말 스칸디아모스와 함께해요 부산진구평생학습관 예술형,9
217,어반스케치로 나만의 엽서 만들기 사하구평생학습관 예술형,10
218,토요일 클래스 라탄원형 손가방 영도구평생학습관 예술형,17
219,토요일 클래스 가을을 담은 백드롭 페인팅 영도구평생학습관 예술형,17
220,컬러테라피로 보는 나의 컬러성향 사하구평생학습관 진취형,10
221,토요일 클래스 고흐 해바라기 유화 영도구평생학습관 예술형,17
222,정규 재난예방안전관리사 자격증 과정 서구평생학습관 사회형,16
223,초등책놀이지도사 급 자격과정 북구평생학습관 사회형,15
224,초보 가드너를 위한 식물 인테리어 부산진구평생학습관 현실형,9
225,월 스마트폰 활용 부산진구평생학습관 진취형,9
226,월 스마트폰 기초 부산진구평생학습관 진취형,9
227,퓨어공방 스칸디아모스와 가을을 담다야간 부산진구평생학습관 예술형,9
228,휴놀교실 장애인과 비장애인이 함께하는 가을의 소리를 그려 보아요 북구평생학습관 사회형,15
229,퓨어공방 스칸디아모스와 가을을 담다야간 부산진구평생학습관 예술형,9
230,닥종이인형공예 영도구평생학습관 예술형,17
231,성악 영도구평생학습관 예술형,17
232,식습관 코칭 지도사 자격과정 사하구평생학습관 사회형,10
233,테이스팅으로 떠나는 유럽 와인 여행 사하구평생학습관 현실형,10
234,정규당신만 모르는 돈이 되는 비즈니스 글쓰기 서구평생학습관 진취형,16
235,홈파티 플라워 센터피스월 부산진구평생학습관 예술형,9
236,폐강 홈파티 플라워 센터피스월 부산진구평생학습관 예술형,9
237,유리풀 스테인드 글라스 미니무드등 만들기 부산진구평생학습관 예술형,9
238,모모라미스튜디오 금전운을 부르는 해바라기 나이프화 야간 부산진구평생학습관 예술형,9
239,퀼트프랑스 자수 영도구평생학습관 예술형,17
240,통합실버케어전문가 자격과정 사하구평생학습관 사회형,10
241,내 인생을 담은 자서전 쓰기 개강 사하구평생학습관 진취형,10
242,내 인생을 담은 자서전 쓰기 사하구평생학습관 진취형,10
243,노화방지를 위한 기초 근력운동스트레칭 해운대구 평생학습관 현실형,12
244,푸어푸어공방 리본 은발찌 만들기 부산진구평생학습관 예술형,9
245,이야기할머니 예비활동가 양성과정 사하구평생학습관 사회형,10
246,년 커피문화 확산 평생교육 프로그램 주말반 영도구평생학습관 진취형,17
247,해피 북버스데이유아세 영도구평생학습관 사회형,17
248,해피 북버스데이초등학년 영도구평생학습관 진취형,17
249,곰방공방 터프팅 클래스 주말 부산진구평생학습관 예술형,9
250,길소의부엌 쌀가루로 만드는 디저트 부산진구평생학습관 현실형,9
251,토요일 클래스 영도바다 입욕제 만들기 영도구평생학습관 예술형,17
252,토요일 클래스 타일 트레이 만들기 영도구평생학습관 예술형,17
253,토요일 클래스 글라스아트 꽃 도어벨 영도구평생학습관 예술형,17
254,전은주 작가 초청 강연회 그림책 육아로 공부와 인성 두 마리 토끼 잡기 영도구평생학습관 진취형,17
255,그림자 인형극 팥죽호랑이와 일곱 녀석 영도구평생학습관 예술형,17
256,월 토요스토리텔링 영도구평생학습관 사회형,17
257,토요일 클래스 천연 핸드워시 근육통 젤파스 영도구평생학습관 예술형,17
258,마음을 담는 싱잉볼 명상요가 부산진구평생학습관 현실형,9
259,마음을 담는 싱잉볼 명상요가 부산진구평생학습관 현실형,9
260,부동산실전경매일반강좌 수영구평생학습관 탐구형,5
261,월 폴짝폴짝 체험형 동화구연 반 영도구평생학습관 예술형,17
262,월 폴짝폴짝 체험형 동화구연 반 영도구평생학습관 예술형,17
263,치매예방 실버보드게임대 이상 부산진구평생학습관 진취형,9
264,부모가 배우는 그림책 인문학 부산진구평생학습관 진취형,9
265,한낮의 필라테스 부산진구평생학습관 현실형,9
266,해설과 연주가 있는 클래식 렉쳐콘서트 부산진구평생학습관 예술형,9
267,포근한 하모니카초급 부산진구평생학습관 예술형,9
268,나를 찾아가는 타로 심리 상담 부산진구평생학습관 사회형,9
269,마음 피지컬 타로상담 리딩 강화 프로그램 사하구평생학습관 진취형,10
270,금손이 되는 보자기 아트일반강좌 수영구평생학습관 예술형,5
271,침선공예연구회 전통체험 소품만들기 부산진구평생학습관 예술형,9
272,침선공예연구회 선물하고싶은 소품한지공예 부산진구평생학습관 예술형,9
273,이쌤캘리아트 내 글씨가 예술 글씨로 왕초보 캘리그라피 부산진구평생학습관 예술형,9
274,쉽고 간단한 홈파티 음식 레시피 부산진구평생학습관 진취형,9
275,찾아가는 원데이 배달강좌  샴푸바 만들기 북구평생학습관 예술형,15
276,년 커피문화 확산 평생교육 프로그램 야간반 영도구평생학습관 진취형,17
277,마음을 채우는 어반드로잉 부산진구평생학습관 예술형,9
278,년 커피문화 확산 평생교육 프로그램 오전반 영도구평생학습관 진취형,17
279,여행부터 회화까지 한번에 여행 일본어 부산진구평생학습관 진취형,9
280,우리말로 배우는 왕초보 여행 중국어 부산진구평생학습관 진취형,9
281,년 커피문화 확산 평생교육 프로그램 오후반 영도구평생학습관 진취형,17
282,낭만을 그리는 오일파스텔 부산진구평생학습관 예술형,9
283,떠나지 않고 즐기는 여행 영화를 보다 대만을 걷다일반강좌 수영구평생학습관 진취형,5
284,자연을 담은 꽃그림 한국화아트지도사 급 해운대구 평생학습관 예술형,12
285,시대 질문하는 힘하브루타 사하구평생학습관 진취형,10
286,나도 저작권자 도전 작곡 배워보기 사하구평생학습관 진취형,10
287,윤슬공방 재봉수업 선비의 멋 도포만들기고급반 부산진구평생학습관 예술형,9
288,고사성어 및 실용한자 부산진구평생학습관 진취형,9
289,침선공예연구회 프랑스 자수공예 부산진구평생학습관 예술형,9
290,윤슬공방 재봉수업 선비의 멋 도포만들기고급반 부산진구평생학습관 예술형,9
291,이쌤캘리아트 수채화와 예쁜 손글씨 붓펜 캘리그라피 부산진구평생학습관 예술형,9
292,인문학과 함께하는 서양미술사일반강좌 수영구평생학습관 진취형,5
293,부산과학기술대학교와 함께하는 커피바리스타 직무체험 북구평생학습관 현실형,15
294,곰방공방 터프팅 클래스 주간 부산진구평생학습관 예술형,9
295,은모루 퇴근후 취미는 실버쥬얼리 시리즈 디자인 부산진구평생학습관 예술형,9
296,입맛을 살리는 밑반찬 요리 부산진구평생학습관 현실형,9
297,길소의부엌 퇴근후 집에서 만들어 먹는 한그릇집밥 부산진구평생학습관 현실형,9
298,곰방공방 터프팅 클래스 주간 부산진구평생학습관 예술형,9
299,퓨어공방 스칸디아모스와 가을을 담다주간 부산진구평생학습관 예술형,9
300,장애인식개선교육  농인청각장애인 이해 북구평생학습관 사회형,15
301,월 일 들락날락 유아과학교실 알고 보면 멋진 거미 단체 영도구평생학습관 진취형,17
302,월 일 들락날락 유아과학교실 알고 보면 멋진 거미 단체 차 가능 영도구평생학습관 진취형,17
303, 더 매력적인 나를 위한 퍼스널 컬러 진단 및 코칭 북구평생학습관 진취형,15
304,영선나릿작은도서관 모루동물인형키링 만들기 영도구평생학습관 예술형,17
305,찾아가는 원데이 배달강좌  그린소재리스 만들기 북구평생학습관 예술형,15
306,찾아가는 원데이 배달강좌  라탄전구 가랜드 만들기 북구평생학습관 예술형,15
307,아름다운 글꽃 캘리그라피 급 자격과정 부산진구평생학습관 예술형,9
308,국가공인 직업상담사 급 자격증 대비반 부산진구평생학습관 진취형,9
309,함께 나누는 인문학 시낭송의 재발견 부산진구평생학습관 진취형,9
310,놀이수학지도사 급 자격과정 사하구평생학습관 사회형,10
311,퀼트마인 퀼트와 함께하는 가을 겨울 그리고 크리스마스 부산진구평생학습관 예술형,9
312,놀이수학지도사 급 자격과정 사하구평생학습관 사회형,10
313,소연아트랩 선긋기 기초부터 배우는 붓펜캘리그라피 부산진구평생학습관 예술형,9
314,커피지도사 급 자격증 과정일반강좌 수영구평생학습관 진취형,5
315,헤르테세라믹 유니크한 주방템 만들기오전 부산진구평생학습관 예술형,9
316,곰방공방 터프팅 클래스 야간 부산진구평생학습관 예술형,9
317,윤슬공방 한복을 기초로한 의상 만들기고급반 부산진구평생학습관 예술형,9
318,곰방공방 터프팅 클래스 야간 부산진구평생학습관 예술형,9
319,장애인식개선교육  장애체험교육휠체어체험 북구평생학습관 사회형,15
320,휴먼라이브러리 사람책 김남정의 타로수비학이야기 북구평생학습관 진취형,15
321,  화명동 기찻길 숲길 이야기야외 북구평생학습관 진취형,15
322,동화풍 수채일러스트일반강좌 수영구평생학습관 예술형,5
323,꼬리에 꼬리를 무는 역사이야기 부산진구평생학습관 진취형,9
324,가이드없이 척척 떠나는 여행 영어 부산진구평생학습관 진취형,9
325,백세인생 항노화스포츠 부산진구평생학습관 현실형,9
326,일상 속 힐링 아크릴화 부산진구평생학습관 예술형,9
327,젊어지는 나의 첫 영어 부산진구평생학습관 진취형,9
328,부수로 보는 한자 부산진구평생학습관 진취형,9
329,소연아트랩 악필교정 캘리그라피 급 자격증반 부산진구평생학습관 예술형,9
330,침선공예연구회 내손으로 척척 일상복 만들기 부산진구평생학습관 예술형,9
331,조경기능사실기_도면일반강좌 수영구평생학습관 진취형,5
332,바디 플로우 요가일반강좌 수영구평생학습관 예술형,5
333,지금 여기 사하林 산림치유 프로그램 사하구평생학습관 현실형,10
334,푸어푸어공방 왁스카빙 은제품 만들기심화 부산진구평생학습관 예술형,9
335,알아두면 유용한 생활 속 법률상식 해운대구 평생학습관 진취형,12
336,헤르테세라믹 유니크한 주방템 만들기오전 부산진구평생학습관 예술형,9
337,헤르테세라믹 유니크한 주방템 만들기저녁 부산진구평생학습관 예술형,9
338,은모루 레터링 반지 만들기 부산진구평생학습관 예술형,9
339,아동인권교육 전문가 급 과정일반강좌 수영구평생학습관 사회형,5
340,곰방공방 터프팅 클래스 주말 부산진구평생학습관 예술형,9
341,장애인식개선교육  시각장애 공감하기자녀보호자 북구평생학습관 사회형,15
342,토요일 클래스 가을 옷 입은 모루인형개 영도구평생학습관 예술형,17
343,원북색특강청소년열다섯에 곰이라니 자기 자신 알고 바로 보는 법 영도구평생학습관 예술형,17
344,토요일 클래스 천연 폼 클렌져 영도구평생학습관 예술형,17
345,이야기꽃할머니 스토리텔링 영도구평생학습관 예술형,17
346,휴먼라이브러리 사람초대석  루나파크 홍인혜 작가와의 만남 북구평생학습관 사회형,15
347,토요일 클래스 내가 만드는 봉래산 둘레길 테라리움 영도구평생학습관 예술형,17
348, 가족이 함께 떠나는 숲체험 놀이 숲속에서 만나는 동화나라 북구평생학습관 사회형,15
349,버블 앤 벌룬쇼 환상의 쇼 영도구평생학습관 예술형,17
350,시니어 모델 양성과정 시니어세 우선 선발 사하구평생학습관 진취형,10
351,퀼트마인 레드웍 들꽃자수를 수놓은 가을 소품 부산진구평생학습관 예술형,9
352,풀잎작은도서관 로 알아보는 나만의 향수 만들기 영도구평생학습관 예술형,17
353,월 폴짝폴짝 체험형 동화구연 반 영도구평생학습관 예술형,17
354,월 폴짝폴짝 체험형 동화구연 반 영도구평생학습관 예술형,17
355,장애인 비장애인이 함께하는 스마트폰 인물사진 작가교실 사하구평생학습관 사회형,10
356,이쌤캘리아트 예쁜글씨와 동화가 있는 초등캘리그라피 부산진구평생학습관 예술형,9
