id,source,title,organization,application_start,application_end,progress_start,progress_end,situation,apply,link,phone,manager,charge,email,view_details_link,details,instructor,tuition,teaching_method,capacity,place,support,views,preference_id,preference_type,region_id
11,부산일자리정보망,「부산형 관광·마이스업 일자리 채움 지원금」 참여자 모집,부산경제진흥원,2024-03-18 09:00:00,2024-11-30 23:00:00,2024-03-18,2024-11-30,접수중,온라인,,051-669-0613~5,황서윤,일자리기획팀,,https://www.busanjob.net/03_part/part01_view.asp?idx=11321&page=1&params=search_mode%3DY%26search_save%3DN%26keyword%3D%26kind1_type%3DP%26kind1_type_k%3DP%26kind2_type%3DJP04%26kind2_type%3DJP05%26kind2_type_k%3DJP04%252CJP05,"<div class=""view_detail"">
<div align=""center""><span>「</span><span>부산형 관광</span><span>⋅</span><span>마이스업 일자리 채움 지원금</span><span>」 </span><span>참여자 모집</span></div><div align=""center""><span>부산광역시 소재 관광</span><span lang=""EN-US"">·</span><span>마이스 기업의 구인난 해소 및</span><span>근로자 장기근속 유도를 위한</span></div><p align=""center"" class=""0""><span>「</span><span>​</span><span>부산형 관광</span><span>‧</span><span>마이스업 일자리 채움 지원금</span><span>」</span><span>​</span><span> 사업을 운영 합니다.</span></p><p align=""center"" class=""0""><span lang=""EN-US""> 부산 관광·마이스 기업에 신규입사자 또는 입사예정자분들의 </span><span>많은 관심과 참여 바랍니다</span><span lang=""EN-US"">.</span></p><p class=""0""><b>1유형 선착순 마감완료  - 신청시 예비번호 부여</b></p><p align=""left"" class=""0""><span>○</span><span>제출 서류</span></p><table class=""__se_tbl_ext""><tbody><tr><td colspan=""2"" valign=""middle""><p class=""0""><span>서류명</span></p></td><td valign=""middle""><p class=""0""><span>발급처</span></p></td><td valign=""middle""><p class=""0""><span>확인 사항</span></p></td></tr><tr><td rowspan=""6"" valign=""middle""><p class=""0""><span>필수</span></p></td><td valign=""middle""><p class=""0""><span>① </span><span>정규직 근로계약서</span></p></td><td valign=""middle""><p class=""0""><span>기업체</span></p></td><td valign=""middle""><p class=""0""><span>✔ </span><span lang=""EN-US"">‘24. 2. 26. </span><span>이후 정규직 입사 또는 전환</span></p><p class=""0""><span>✔ </span><span>소정근로시간 주 </span><span lang=""EN-US"">30</span><span>시간 이상</span></p><p class=""0""><span>✔ </span><span>월 통상임금 450</span><span>만원 이하</span></p></td></tr><tr><td valign=""middle""><p class=""0""><span>② </span><span>신청서식 </span><span lang=""EN-US"">1, 1-1, 1-2</span></p><p class=""0""><span lang=""EN-US"">(</span><span>신청서</span><span lang=""EN-US"">, </span><span>확인서</span><span lang=""EN-US"">, </span><span>동의서</span><span lang=""EN-US"">)</span></p></td><td valign=""middle""><p class=""0""><span>부산일자리정보망</span></p><p class=""0""><span>신청페이지 첨부파일</span></p></td><td valign=""middle""><p class=""0""><span>✔ </span><span>지원요건 확인 및 개인정보 취급 일체</span></p><p class=""0""><span>※</span><u>본인 직접서명 필수</u><span>입니다!</span><span>​</span></p></td></tr><tr><td valign=""middle""><p class=""0""><span>③ </span><span>주민등록등본</span></p><p class=""0""><span>★</span><span>​</span>7<span>일 이내 발급</span><span>★</span><span>​</span></p></td><td valign=""middle""><p class=""0""><span>정부</span><span lang=""EN-US"">24</span></p><p class=""0""><a href=""http://www.gov.kr""><span lang=""EN-US"">www.gov.kr</span></a></p></td><td valign=""middle""><p class=""0""><span>✔ </span><span>부산광역시 주민등록 되어 있는 만 </span><span lang=""EN-US"">18</span><span>세 이상</span></p><p class=""0"">※ <u>열람용 제출 불가</u>합니다!</p><p class=""0"">※ <u>주민등록번호 뒷자리 보이게</u> 제출 부탁드립니다!<span>​</span><span>​</span></p></td></tr><tr><td valign=""middle""><p class=""0""><span>④ </span><span lang=""EN-US"">4</span><span>대보험 가입증명서</span></p><p class=""0""><span>(=4대 사회보험 가입자 가입내역 확인서)</span></p><p class=""0""><span>★</span><span>​</span>7<span>일 이내 발급</span><span>★</span><span>​</span></p></td><td valign=""middle""><p class=""0""><span lang=""EN-US"">4</span><span>대 사회보험 정보연계센터</span></p><p class=""0""><a href=""http://www.4insure.or.kr""><span lang=""EN-US"">www.4insure.or.kr</span></a></p></td><td valign=""middle""><p class=""0""><span>✔ </span><span>정규직 취업일로부터 6</span><span>개월 이내 신청</span></p><p class=""0""><span>※ <u>열람용 제출 불가</u>합니다!</span><span>​</span></p></td></tr><tr><td valign=""middle""><p class=""0""><span>➄ </span><span>사업자등록사실여부 증명서</span></p><p class=""0""><span>★</span><span>​</span>7<span>일 이내 발급</span><span>★</span><span>​</span></p></td><td valign=""middle""><p class=""0""><span>국세청 홈텍스</span></p><p class=""0""><a href=""http://www.hometax.go.kr""><span lang=""EN-US"">www.hometax.go.kr</span></a></p></td><td valign=""middle""><p class=""0""><span>✔ 신청자 </span><span>사업자등록증 미소지 여부 확인</span></p><p class=""0""><span>※ <u>열람용 제출 불가</u>합니다!</span><span>​</span><span>​</span></p></td></tr><tr><td valign=""middle""><p class=""0""><span>➅ </span><span>사업장 총괄카드</span></p></td><td valign=""middle""><p class=""0""><span>기업체</span><span>▶</span></p><p class=""0""><span>근로복지공단</span></p><p class=""0""><span>고용산재보험 토탈서비스</span></p><p class=""0""><a href=""https://total.comwel.or.kr/""><span lang=""EN-US"">https://total.comwel.or.kr/</span></a></p></td><td valign=""middle""><p><span>​</span><span>★</span>발급방법<span>★</span><span>​</span></p><p><b></b><span>①</span><span>고용산재보험 토탈서비스 ""사업장""으로 로그인 &gt; </span></p><p><span>②</span>​<span>​상단 메뉴 ""정보조회""&gt;</span><span>③</span><span>​""</span><span>보험가입정보조회""&gt;</span></p><p><span>④</span><span>​</span><span>​""</span><span>사업장 총괄카드 조회""&gt;⑤우측 상단 </span><span>""</span><span>화면인쇄""</span></p><p><span>​</span></p><p><span>✔</span>​ <span>부산 소재 관광</span><span lang=""EN-US"">·</span><span>마이스 기업 직접 채용</span></p><p class=""0""><span>※  </span><span>여행업</span><span lang=""EN-US"">,  </span><span>관광숙박업</span><span lang=""EN-US"">,  </span><span>면세점업</span><span lang=""EN-US"">,  </span><span>전시</span><span lang=""EN-US"">·</span><span>국제회의업</span><span lang=""EN-US"">,  </span><span>유원시설업</span></p></td></tr><tr><td rowspan=""4"" valign=""middle""><p class=""0""><span>별도</span></p><p class=""0""><span lang=""EN-US"">(</span><span>해당 시</span><span lang=""EN-US"">)</span></p></td><td valign=""middle""><p class=""0""><span>계약직 근로계약서</span></p></td><td valign=""middle""><p class=""0""><span>기업체</span></p></td><td valign=""middle""><p class=""0""><span lang=""EN-US"">(</span><span>정규직 전환자</span><span lang=""EN-US"">)</span><span>계약직 입사 후 </span><span lang=""EN-US"">6</span><span>개월 이내 정규직 </span><span>전환</span></p></td></tr><tr><td valign=""middle""><p class=""0""><span>졸업예정확인서 등 </span></p><p class=""0""><span>학력사항 입증서류</span></p></td><td valign=""middle""><p class=""0""><span>학교</span></p></td><td valign=""middle""><p class=""0""><span lang=""EN-US"">(</span><span>졸업 예정자</span><span lang=""EN-US"">)</span><span>고등학교 또는 대학교 졸업예정</span></p><p class=""0""><span>※ </span><span>졸업자는 입증서류 필수제출 아님</span></p></td></tr><tr><td valign=""middle""><p class=""0""><span>관광사업자등록증 또는 전시사업자등록증</span></p></td><td valign=""middle""><p class=""0""><span>자치단체</span></p></td><td valign=""middle""><p class=""0""><span lang=""EN-US"">(</span><span>총괄카드 상 업종 미확인 기업</span><span lang=""EN-US"">)</span><span>관광</span><span lang=""EN-US"">·</span><span>마이스 업종</span><span>확인</span></p></td></tr><tr><td valign=""middle""><p class=""0""><span>휴업</span><span lang=""EN-US"">(</span><span>또는 폐업</span><span lang=""EN-US"">) </span><span>사실 증명서</span></p></td><td valign=""middle""><p class=""0""><span>국세청 홈텍스</span></p><p class=""0""><a href=""http://www.hometax.go.kr""><span lang=""EN-US"">www.hometax.go.kr</span></a></p></td><td valign=""middle""><p class=""0""><span lang=""EN-US"">(</span><span>사업자등록증 소지자</span><span lang=""EN-US"">) </span><span>사업 미운영 확인</span></p></td></tr></tbody></table><p class=""0""><u><span>○ </span></u><u><span>신청 기간 </span></u><u><span lang=""EN-US"">: 2024. 3. 18.(</span></u><u><span>월</span></u><u><span lang=""EN-US"">) ~ 11. 30.(</span></u><u><span>토</span></u><u><span lang=""EN-US"">)</span></u></p><p class=""0""><span>※ </span><span>정규직취업일로부터</span><u><b>6</b></u><u><b>개월이내</b></u> 사업 신청<span>​</span></p><p class=""0""><span>○ </span><span>지원 규모 </span>: <b>125</b><span>명</span> <span>※</span>예산범위 내 인원 소진 시 까지 (<b>1유형은 선착순 마감</b>되었습니다. 다만, <b>신청하시면 예비번호를 부여받게 되며 예산 증액 등 인원 조정시 예비순위대로 선발예정</b>입니다. <b>※상황에 따라 선발되지 않을 수 있습니다</b>.)</p><p class=""0""><span>○ </span><span>신청 방법 </span><span lang=""EN-US"">: </span><span>아래 </span><span lang=""EN-US"">‘</span><span>신청하기</span><span lang=""EN-US"">’ </span><span>버튼 클릭 후 서류 제출</span></p><p class=""0""><span>○ </span><span>지원 대상 </span><span lang=""EN-US"">: </span><span>부산 소재 관광</span><span lang=""EN-US"">·</span><span>마이스</span><span lang=""EN-US"">* </span><span>기업에 </span><span>′</span><span lang=""EN-US"">24. 2. 26.(</span><span>월</span><span lang=""EN-US"">) </span><span>이후</span><span>소정근로시간 주 </span><span lang=""EN-US"">30</span><span>시간 이상 정규직으로 취업한 부산시 거주자 </span><span lang=""EN-US"">(</span><span>만 </span><span lang=""EN-US"">18</span><span>세 이상</span><span lang=""EN-US"">)</span></p><p class=""0""><span lang=""EN-US"">* </span><span>관광</span><span>‧</span><span>마이스분야 지원업종 기준</span></p><p class=""0""><span>①</span><span>여행업 </span><span>②</span><span>관광숙박업 </span><span>③</span><span>면세점업 </span><span>④</span><span>전시</span><span lang=""EN-US"">·</span><span>국제회의업 </span><span>⑤</span><span>유원시설업</span></p><p class=""0""><span lang=""EN-US"">  ** </span><span>사업장 총괄카드 상 업종코드가 지원업종에 해당하지 않더라도 아래에 해당하는 기업</span></p><p class=""0""><span lang=""EN-US"">- </span><span>관광</span><span lang=""EN-US"">·</span><span>마이스 관련 협회 및 단체 회원사인 사업장</span></p><p class=""0""><span lang=""EN-US"">- </span><span>자치단체에서 관광사업자등록증</span><span lang=""EN-US"">, </span><span>전시사업자등록증 발급받은 사업장</span></p><p class=""0""><span>○ </span><span>지원 내용 </span><span lang=""EN-US"">: </span><span>정규직 취업 후 </span><span lang=""EN-US"">1</span><span>년 근속 시 최대 </span><u><span lang=""EN-US"">300</span><span>만원</span></u><span>지원금 지급</span></p><p class=""0""><span>※ </span><span>정규직 취업일 기준 </span><span lang=""EN-US"">3</span><span>개월 근속 유지 확인 후 </span><span lang=""EN-US"">1</span><span>회차 지원금</span><span lang=""EN-US"">(3</span><span>개월 분 </span><span lang=""EN-US"">75</span><span>만원</span><span lang=""EN-US"">)</span><span>을 지급하며</span><span lang=""EN-US"">, </span><span>이후 지원금은 매월 근로자 근속 유지 확인 후 분할 지급</span></p><p class=""0""><span>※ 단, 9월 이후 입사자에 한해 1개월 단위로 지급</span></p><p class=""0""><span>○ </span><span>휴가비 지원 </span><span lang=""EN-US"">: 1</span><span>인당 </span><span lang=""EN-US"">10</span><span>만원 정액 지급</span></p><p class=""0""><span>※ </span><span>아래 조건을 모두 충족하는 경우 특정 시점에 일괄지급</span></p><p class=""0""><span>① </span><span>워크넷을 통해</span><span>알선취업</span>또는 워크넷을 통해 <span>직접 </span><span>입사지원 </span><span>한 자</span></p><p class=""0""><span>② </span><span lang=""EN-US"">3</span><span>일 이상</span><span>휴가를 사용한 자</span><span lang=""EN-US"">(</span><span>관련 증빙자료 제출</span><span lang=""EN-US"">)</span></p><p class=""0""><span>○ </span><span>관련문의 </span><span lang=""EN-US"">: </span><span>부산경제진흥원 동부산 일자리종합센터 </span><span>☎ </span><span lang=""EN-US"">051-669-0613~5</span></p><p class=""0""><span>※ </span><span>자세한 내용은 첨부파일을 참고 바랍니다</span><span lang=""EN-US"">.</span></p><p class=""0""><span>붙임</span><span lang=""EN-US"">1. 2024</span><span>년 관광</span><span lang=""EN-US"">·</span><span>마이스업 플러스 일자리사업 통합 공고문(240722수정)</span></p><p class=""0""><span>붙임</span><span lang=""EN-US"">2. </span><span>부산형 관광</span><span lang=""EN-US"">·</span><span>마이스업 일자리 채움 지원금 사업 신청 서식</span></p>
</div>",,,,,,,0,2,탐구형,1
12,부산일자리정보망,제8회 누구나 들을 수 있는 창업강연,부산광역시 영도구청,2024-09-30 09:00:00,2024-10-08 18:00:00,2024-10-11,2024-10-11,접수마감,기타,https://www.yeongdo.go.kr/00000/00007/00008.web?gcode=1025&idx=323394&amode=view&,051-419-4482,류경숙,영도구 경제산업과,ryu9876@korea.kr,https://www.busanjob.net/03_part/part01_view.asp?idx=17118&page=1&params=search_mode%3DY%26search_save%3DN%26keyword%3D%26kind1_type%3DP%26kind1_type_k%3DP%26kind2_type%3DJP04%26kind2_type%3DJP05%26kind2_type_k%3DJP04%252CJP05,,,,,,,,0,2,탐구형,17
13,부산평생교육정보망,19.[주말 가족특강] 우리가족 크리스마스 케이크 만들기(2호),서구평생학습관,2024-09-24,2024-10-13,2024-12-21,2024-12-21,접수중,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1668&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,10.0,서구평생학습관,수강료 지원,0,1,현실형,16
14,부산평생교육정보망,[가족] 즐거운 크리스마스 쿠키 만들기,사하구평생학습관,2024-08-22,2024-12-14,2024-12-21,2024-12-21,접수중,온라인,http://www.saha.go.kr/reserve/lecture/view.do?lecType=1&amp;mId=0101000000&amp;seq=5650,051-220-5546~8,,,,,,"한선녀,강대선",무료,Offline (오프라인),20.0,사하구평생학습관,수강료 미지원,0,1,현실형,10
15,부산평생교육정보망,17.[야간특강] 2025년 부동산 전망과 전략,서구평생학습관,2024-09-24,2024-10-13,2024-12-12,2024-12-12,접수중,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1666&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30.0,서구평생학습관,수강료 지원,0,5,진취형,16
16,부산평생교육정보망,(12/6) 크리스마스 수제종이 오브제 모빌 DIY,북구평생학습관,2024-08-16,2024-11-29,2024-12-06,2024-12-06,접수중,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2447,,,,,,,,유료,Offline (오프라인),15.0,만덕도서관 강좌실,수강료 미지원,0,3,예술형,15
17,부산평생교육정보망,(12/5) 마음챙김으로 스트레스 다스리기,북구평생학습관,2024-08-16,2024-11-28,2024-12-05,2024-12-05,접수중,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2446,,,,,,,,무료,Offline (오프라인),15.0,만덕도서관 다목적실,수강료 미지원,0,4,사회형,15
18,부산평생교육정보망,16.[야간특강] TV광고로 재미있게 배우는 보험,서구평생학습관,2024-09-24,2024-10-13,2024-12-05,2024-12-05,접수중,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1665&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30.0,서구평생학습관,수강료 지원,0,5,진취형,16
19,부산평생교육정보망,15.[야간특강] 대한민국은 왜 아파트인가,서구평생학습관,2024-09-24,2024-10-13,2024-11-28,2024-11-28,접수중,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1664&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30.0,서구평생학습관,수강료 지원,0,4,사회형,16
20,부산평생교육정보망,11월 27일 들락날락 유아과학교실 &lt;미니 현미경 관찰&gt; 단체,영도구평생학습관,2024-08-13,2024-11-18,2024-11-27,2024-11-27,접수중,온라인,https://www.yeongdo.go.kr/01791.web?amode=view&idx=2857,051-419-4834,,,,,,,무료,Offline (오프라인),1.0,지하1층 지혜+(강의실),수강료 미지원,0,5,진취형,17
21,부산평생교육정보망,[장애인식개선교육] (11/26) 시각장애 공감하기,북구평생학습관,2024-09-30,2024-11-22,2024-11-26,2024-11-26,접수중,온라인,https://www.bsbukgu.go.kr/reservation/index.bsbukgu?menuCd=DOM_000001801002000000&mode=view&programIdx=2470,051-309-6172,,,,,,,무료,Offline (오프라인),12.0,만덕도서관 3층 회의실,수강료 미지원,0,4,사회형,15
22,부산평생교육정보망,14.[야간특강] 주식 초보자도 쉽게 배우는 주식이야기,서구평생학습관,2024-09-24,2024-10-13,2024-11-21,2024-11-21,접수중,온라인,https://www.bsseogu.go.kr/edu/index.bsseogu?el_code=1663&menuCd=DOM_000000703001004000,051-240-4044,,,,,,,무료,관련링크 참조,30.0,서구평생학습관,수강료 지원,0,5,진취형,16
