id,source,company,title,subtitle,salary,signup_date,due_date,region_name,career,education,work_type,work_category,link,contact,work_hours,details,email,certification,preference_id,regionid
17,국민 일자리 벼룩시장,(주)동남리싸이클링,"작업기사,관리자및 플라스틱선별직원(하이카,압축차 운전)",,회사내규에 따름,2024.08.14,상시채용,부산 금정구 동천로 53,무관,무관,위촉직,"청소·미화·방역, 서비스 기타, 화물·중장비·특수차",http://www.findjob.co.kr/job/view/0113119591094094/WJ010310/,"010-6365-0783
문자문의","협의가능
협의가능",,,,,13
18,국민 일자리 벼룩시장,올리브푸드,일요일고정 조리실장 헬퍼 경력자우대 새벽2시~오전11시 일당17만원,,"170,000원",2024.08.14,상시채용,부산 기장군 기장읍 기장대로 313,경력,무관,아르바이트(파트타임),"주방·주방보조·설거지, 요리·서빙 기타",http://www.findjob.co.kr/job/view/0113141886094094/WJ010310/,010-5177-9181,02:00~11:00,,,,,2
19,국민 일자리 벼룩시장,올리브푸드,일요일고정 조리실장 헬퍼 경력자우대 새벽2시~오전11시 일당17만원,,"170,000원",2024.08.14,상시채용,부산 기장군 기장읍 기장대로 313,경력,무관,아르바이트(파트타임),"주방·주방보조·설거지, 요리·서빙 기타",http://www.findjob.co.kr/job/view/0113141886094094/WJ010310/,010-5177-9181,02:00~11:00,,,,,2
20,국민 일자리 벼룩시장,올리브푸드,일요일고정 조리실장 헬퍼 경력자우대 새벽2시~오전11시 일당17만원,,"170,000원",2024.08.14,상시채용,부산 기장군 기장읍 기장대로 313,경력,무관,아르바이트(파트타임),"주방·주방보조·설거지, 요리·서빙 기타",http://www.findjob.co.kr/job/view/0113141886094094/WJ010310/,010-5177-9181,02:00~11:00,,,,,2
21,국민 일자리 벼룩시장,마루돼지국밥,주방 보조 직원 구합니다,,"2,600,000원",2024.08.14,상시채용,부산 금정구 개좌로 59-12,무관,무관,정규직,주방·주방보조·설거지,http://www.findjob.co.kr/job/view/0113143857094094/WJ010310/,010-9536-1028,11:00~22:00,,,,,13
22,국민 일자리 벼룩시장,마루돼지국밥,주방 보조 직원 구합니다,,"2,600,000원",2024.08.14,상시채용,부산 금정구 개좌로 59-12,무관,무관,정규직,주방·주방보조·설거지,http://www.findjob.co.kr/job/view/0113143857094094/WJ010310/,010-9536-1028,11:00~22:00,,,,,13
23,국민 일자리 벼룩시장,마루돼지국밥,주방 보조 직원 구합니다,,"2,600,000원",2024.08.14,상시채용,부산 금정구 개좌로 59-12,무관,무관,정규직,주방·주방보조·설거지,http://www.findjob.co.kr/job/view/0113143857094094/WJ010310/,010-9536-1028,11:00~22:00,,,,,13
24,국민 일자리 벼룩시장,금풍대구탕,홀서빙 정직원 모집,,"3,000,000원 이상",2024.08.14,상시채용,부산 해운대구 반여로155번나길 107,무관,무관,정규직,서빙·포장,http://www.findjob.co.kr/job/view/0113143088094094/WJ010310/,051-915-7474,"09:00~21:00
휴게시간 포함, (휴게시간2시간)",,,,,12
25,국민 일자리 벼룩시장,금풍대구탕,홀서빙 정직원 모집,,"3,000,000원 이상",2024.08.14,상시채용,부산 해운대구 반여로155번나길 107,무관,무관,정규직,서빙·포장,http://www.findjob.co.kr/job/view/0113143088094094/WJ010310/,051-915-7474,"09:00~21:00
휴게시간 포함, (휴게시간2시간)",,,,,12
26,부산경영자총협회,제이에스테크,제이에스테크,산업기계조립 구인 공고,월급 300만원 (협의),24.08.09,최대한 빨리,부산 강서구 현장파견시 경남 함안 근무,,,,현장 산업기계 조립 (발전소 밸브 등) 크기가 큰 밸브들 조립 (체력요함),https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000353&page=0,문의 051)647-5186 ,"월~금 08:00-17:00 (잔업 빈번함) 휴게시간 10시,13시 각 10분씩 점심시간 12:00-13:00",,greenss_dy@naver.com,,,7
27,부산경영자총협회,아쿠아셀(주),아쿠아셀(주),환경기계설비 연구개발 구인 공고,월급 200만원 이상 (협의),24.08.09,최대한 빨리,부산 강서구,,,,환경기계설비 연구개발 및 공사 프로젝트 매니저 업무 수행,https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000352&page=0,문의 051)647-5186 ,월~금 08:00-17:00 휴게시간 12:00-13:00,,parkjmdes@naver.com,,,7
28,부산경영자총협회,웰니스병원,웰니스병원,기타보건의료종사원 구인 공고,최저시급,24.08.09,최대한 빨리,부산 연제구,,,,"기타 보건의료 종사원 의료기구 및 병실 베드 관리, 환자 이동 및 보조 ",https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000351&page=0,문의 051)647-5186 ,주 6일 40시간 (스케줄 협의),,uwellness@daum.net,,,11
29,부산경영자총협회,수요양병원,수요양병원,조리사 구인 공고,월금 260만원 (협의),24.08.08,최대한 빨리,부산 부산진구,,,,조리사,https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000350&page=0,문의 051)647-5186 ,주 5일 06:00-18:00 (협의),,soo11915@naver.com,,,9
30,부산경영자총협회,효성프라요양병원,효성프라요양병원,간호조무사 구인 공고,최저임금 이상 (협의),24.08.06,최대한 빨리,부산 사상구,,,,간호조무사,https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000349&page=0,문의 051)647-5186 ,월~일 3교대 근무,,ppaarrkk77@daum.net,,,4
31,부산경영자총협회,진흥산업,진흥산업,변압기 용접원 구인 공고,월 330만원-370만 (협의),24.08.06,최대한 빨리,부산 강서구,,,,                                    변압기 내 외부 용접                                                   ,https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000348&page=0,문의 051)647-5186 ,월~금 07:30-18:30 토 (격주) 07:30-16:00,,jhjh4693@naver.com,,,7
32,부산경영자총협회,수변최고 해운대점,수변최고 해운대점,조리사 구인 공고,월급 206만원 (협의),24.08.02,최대한 빨리,부산 해운대구,,,,                                    조리사 (유관경력 우대)                                                  ,https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000347&page=0,문의 051)647-5186 ,주 5일 8시간 (스케줄근무),,ksbk1970@naver.com,,,12
33,부산경영자총협회,수변최고 미포점,수변최고 미포점,조리사 구인 공고,월급 206만원 (협의),24.08.02,최대한 빨리,부산 부산진구,,,,                                    조리사 (유관경력 우대)                                                  ,https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000346&page=0,문의 051)647-5186 ,주 5일 8시간 (스케줄근무),,ksbk1970@naver.com,,,9
34,부산경영자총협회,수변최고 롯데점,수변최고 롯데점,조리사 구인 공고,월급 206만원 (협의),24.08.02,최대한 빨리,부산 부산진구,,,,                                    조리사 (유관경력 우대)                                                  ,https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000345&page=0,문의 051)647-5186 ,주 5일 8시간 (스케줄근무),,ksbk1970@naver.com,,,9
35,부산경영자총협회,금수복국 롯데점,금수복국 롯데점,조리사 구인 공고,월급 206만원 (협의),24.08.02,최대한 빨리,부산 부산진구,,,,                                    조리사 (유관경력 우대)                                                  ,https://bsefapp.co.kr/board/joboffer/details/?schCode=KODT000000000344&page=0,문의 051)647-5186 ,주 5일 8시간 (스케줄근무),,ksbk1970@naver.com,,,9
36,워크넷,정가득재가노인복지센터,재가요양보호사 채용합니다,,"시급 9,860원 ~ 9,860원",24/08/14,채용시까지,"부산광역시 사하구 감천로89번길 1, 빌라 (감천동)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF11472408140001&rtnTarget=list1,051-970-2351,,"<td> - 4등급 할머니<br/>- 13:00~16:00 / 주3일,1일 3시간<br/>- 일반적인 케어 등<br/><br/>* 자세한 문의 사항은 051-970-2351로 해 주세요. </td>",,요양보호사(필수),,10
37,워크넷,강남재가복지센터,재가요양보호사 채용,,"시급 9,860원 이상",24/08/14,채용시까지,"부산광역시 금정구 동현로 89, , (부곡동, 늘푸른아파트)",관계없음,학력무관,주 3일 근무,방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBA002408140002&rtnTarget=list2,,,"<td> [부곡동] 재가요양보호사 채용<br/><br/>- 4등급 할머니 (80대 초반, 독거)<br/>- 주3일 근무, 오전 8시~11시<br/>- 금정구 동현로 89 (부곡동, 시영아파트)<br/>- 시급 : 9,860원 (주휴수당 1,972원, 연차수당 768원 별도지급)<br/>- 일상생활지원 및 신체활동, 정서지원, 가사지원 등<br/><br/>**지원을 희망하시는 분은 051-414-1008 (강남재가복지센터)로 문의주세요<br/><br/>● 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음. </td>",,요양보호사1급(필수),,13
38,워크넷,주식회사 지엔비,용호동 아파트 보안대원 채용,,월급 256만원 ~ 256만원,24/08/14,24/10/13 마감,"부산광역시 남구 용주로 36, .. (용호동, 데시앙 해링턴 플레이스 파크시티)",경력 (최소 1년 0 개월 이상) 우대,학력무관,"주 4일 근무
(주 소정근로시간: 40시간)",사업시설 유지․관리 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJKR002408140019&rtnTarget=list3,,,"<td> - 용호동 아파트 보안대원 채용<br/>- 신임경비교육 이수 필수<br/>- 컴퓨터 사용가능자(기본)<br/>- 3교대..주주야야비비(주간08;00~18:00,야간18:00~익일08:00)/ 휴게시간(주간 1시간, 야간 1.5시간)<br/>-급여:2,566,980원<br/>-지원문의 031-8045-4213<br/>- 인근거주자 및 즉시 출근가능자 우대<br/> </td>",,관계없음  ,,8
39,워크넷,바른마음재가복지센터,어르신 다정하게 보살펴 주실 요양보호사 구합니다.,,"시급 9,860원 ~ 9,860원",24/08/14,채용시까지,부산광역시 사하구 감천항로190번길 47-3 (구평동),경력 (최소 0년 6 개월 이상) 필수,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",사회복지 서비스업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBK002408140001&rtnTarget=list4,051-220-5696,,"<td> - 사하구 감천항로 190번길 47-3<br/>- 4등급/55년생/여자 어르신<br/>- 13:00~16:00/주5일, 3시간<br/>- 시급;12,400원(수당포함)<br/>*경력 6개월 이상 필수*<br/><br/>※실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음<br/> </td>",,"요양보호사(필수)
기타 : 치매교육이수증",,10
40,워크넷,가연재가복지센터,재가요양보호사 구인 (긴급),,"시급 9,860원 이상",24/08/14,24/09/13 마감,"부산광역시 북구 효열로 265, . (금곡동, 한솔아파트)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 12시간)",방문 복지서비스 제공업,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJBI002408140002&rtnTarget=list5,,,"<td> [금곡한솔아파트] 재가요양보호사 구인 <br/><br/>- 2등급 86세 할머니 (가족동거, 근무시간대 어르신 혼자 계심)<br/>- 주 3일 / 오후 13~17시 (화,수,목) <br/>- 신체 및 가사지원<br/>- 중증수당 및 주휴수당 등 발생시 별도지급<br/><br/>- 지원 문의 : 051-865-4073 (가연재가복지센터) </td>",,요양보호사(필수),,15
41,장노년일자리지원센터,기장군청,2024년도 가축전염병 선제대응 기간제근로자 채용,,,2024-08-19,2024-08-20,부산 기장군,,,기간제,,https://www.busan50plus.or.kr/job/gojob/view?seq=3225,로그인 후 조회가능로그인,,"세부내용 농업정책과에서 2024년 가축전염병 이동방역 기간제 근로자 채용계획을 다음과 같이 공고합니다.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>■ 채용개요<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 공고기간 : 2024. 8. 12.(월) ~ 8. 19.(월)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 접수기간 : 2024. 8. 19.(월) ~ 8. 20.(화) 09:00~18:00 (점심시간 제외)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 접수방법 : 군청 방문접수(8층 농업정책과)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 면접일자 : 응시자 전원 면접 심사 2024. 8. 22(목) 10:00 예정 (※ 변경사항 발생 시 개별통지)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 채용인원 : 2명<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 채용기간 : 2024. 9. 2. ~ 12. 31. (※가축전염병 발생상황 및 예산 사정에 따라 변동 가능)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 주요업무 : 가축전염병 방역차량 운행, 축산농가 소독, 가축전염병 방역초소 및 방역창고 관리, 관내 가축전염병 발생 시 살처분 현장 업무 등<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 최종합격자발표 : 2024. 8. 23.(금), 홈페이지 공고 및 개별통보<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>■ 기타 세부사항 : 붙임 공고문 참조<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>** 문의사항 : 기장군청 농업정책과 축산동물보호팀(☎051-709-4401)",,,,2
42,장노년일자리지원센터,부산광역시 농업기술센터,부산광역시농업기술센터 기간제노동자 채용 공고 (지역특화농업기술정보화인력지원),,,2024-08-13,2024-08-21,부산 강서구,,,기간제,,https://www.busan50plus.or.kr/job/gojob/view?seq=3224,로그인 후 조회가능로그인,,"세부내용 부산광역시농업기술센터 소속 「지역특화농업기술정보화인력지원 기간제노동자」채용계획을 다음과 같이 공고합니다.<br/><br/> 1. 공 고 명: 지역특화농업기술정보화인력지원 기간제노동자 채용 공고 2. 채용인원: 기간제노동자 1명 3. 근무기간: 2024. 8. 29.(목) ~ 2024. 12. 17.(화) 4. 담당업무: 농업기술센터 홈페이지 관리, 동영상 제작, 농업인 교육 및 인재양성팀 업무지원 5. 근무장소: 부산광역시 강서구 공항로 1285, 부산광역시농업기술센터 인재양성팀 6. 원서접수: 2024. 8. 13.(화) ~ 2024. 8. 21.(수), 방문 또는 이메일 접수(hat0268@korea.kr) 7. 문의처: 농업기술센터 인재양성팀 채용담당자 051)970-3765<br/> ** 기타 자세한 내용은 첨부문서 참고 바랍니다.<br/>",,,,7
