id,source,company,title,subtitle,salary,signup_date,due_date,region_name,career,education,work_type,work_category,link,contact,work_hours,details,email,certification,preference_type,region_id
11,국민 일자리 벼룩시장,초록칼국수김밥,(김밥전문점) 주방에서 일하실분 칼국수 경험자 15시~21시 시급1만원,,"10,000원",2024-09-19,2999-12-31,부산 북구 금곡대로303번길 36,무관,무관," 정규직, 아르바이트(파트타임)","요리·서빙 기타, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113156221094094/WJ010310/,010-9588-1368,15:00~21:00 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113156221&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1212px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,15
12,국민 일자리 벼룩시장,V모텔,모텔 청소 중간반 오후1시~밤10시 유경험자 / 청소대타 모집,,회사내규에 따름,2024-09-19,2999-12-31,부산 동래구 명륜로112번가길 36,년수무관,무관, 위촉직,"청소·미화·방역, 모텔·호텔·숙박, 서비스 기타",http://www.findjob.co.kr/job/view/0113155430094094/WJ010310/,010-3356-7536 문자문의,13:00~22:00,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113155430&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1158px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,3
13,국민 일자리 벼룩시장,거창맷돌순두부,주방정직원 모집합니다,,회사내규에 따름,2024-09-19,2999-12-31,부산 남구 유엔로 221,무관,무관, 위촉직,"주방·주방보조·설거지, 요리·서빙 기타",http://www.findjob.co.kr/job/view/0113154823094094/WJ010310/,051-623-6204,11:00~21:00 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113154823&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1250px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,8
14,국민 일자리 벼룩시장,(주)일성냉동,냉동기사 1명 구함 / 관련자격증소지자 숙련자우대,,"37,000,000원 이상",2024-09-19,2999-12-31,부산 사하구 다대로320번길 10,경력 1년 이상,무관, 정규직,"생산·제조·조립·인쇄, 기계·설비, 생산·기술 기타",http://www.findjob.co.kr/job/view/0113139576013013/WJ010310/,051-265-9794,"08:30~20:30 휴게시간 포함, 교대근무 주주/야야/비휴","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113139576&amp;InputBranch=13&amp;LayoutBranch=13&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""3814px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,10
15,국민 일자리 벼룩시장,노크서면점,"노크 서면 직영점 / 주방쉐프 모집 월250만 주4일근무 금,토,일,월 경력자우대",,"2,500,000원 이상",2024-09-19,2999-12-31,부산 부산진구 중앙대로692번길 16,년수무관,무관," 정규직, 계약직","주방장·조리사, 요리·서빙 기타, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113154773090090/WJ010310/,010-9583-9373,"20:00~08:00 협의가능, 일,월요일은 18시~06시","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113154773&amp;InputBranch=90&amp;LayoutBranch=90&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2234px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,9
16,국민 일자리 벼룩시장,더리본 주식회사,"장례행사 도우미(서빙,세팅) / 웨딩플래너,상례사,영업사원 모집",,"150,000원 이상",2024-09-19,2999-12-31,부산 부산진구 자유평화로 11,무관,무관," 정규직, 계약직, 아르바이트(파트타임)","상조·웨딩·연회, 서빙·포장, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113156627084084/WJ010310/,010-3839-5771,09:30~17:30,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113156627&amp;InputBranch=84&amp;LayoutBranch=84&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2504px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,9
17,국민 일자리 벼룩시장,해신자연산횟집,(부산해신자연횟집) 주방설거지직원(월~토) 오후5시~밤10시,,회사내규에 따름,2024-09-19,2999-12-31,부산 동구 중앙대로196번길 12-11,무관,무관, 위촉직,"주방·주방보조·설거지, 요리·서빙 기타",http://www.findjob.co.kr/job/view/0113156020094094/WJ010310/,010-9698-9037,17:00~22:00,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113156020&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1326px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,14
18,국민 일자리 벼룩시장,광안다찌,( 부산 광안다찌) 주5 종일 홀서빙/ 주6일 반일 주방 메인직원(조리파트) 구인,,"3,000,000원",2024-09-19,2999-12-31,부산 수영구 광안해변로344번길 17-20,무관,무관, 정규직,"주방·주방보조·설거지, 주방장·조리사, 서빙·포장",http://www.findjob.co.kr/job/view/0113155505094094/WJ010310/,010-3474-0753,10:00~21:00,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113155505&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1664px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,5
19,국민 일자리 벼룩시장,삼원가사원,"파출부 일하실분/ 쓰실분 구내식당,일반식당,청소, 가사도우미등 모든일자리제공",,회사내규에 따름,2024-09-19,2999-12-31,부산 부산진구 부전로 157-1,무관,무관," 위촉직, 프리랜서","주방·주방보조·설거지, 가사도우미·베이비시터, 청소·미화·방역",http://www.findjob.co.kr/job/view/0113154431094094/WJ010310/,010-6676-5757 문자문의,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113154431&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2898px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,9
20,국민 일자리 벼룩시장,파출박사,"부산직업소개소,가사원,일자리 전문업체 입주청소.가정도우미,홀서빙.주방보조.설것이,주방메인외",,회사내규에 따름,2024-09-19,2999-12-31,부산 수영구 황령대로489번길 10,무관,무관," 위촉직, 프리랜서","청소·미화·방역, 주방·주방보조·설거지, 가사도우미·베이비시터",http://www.findjob.co.kr/job/view/0113131473094094/WJ010310/,010-7632-2762 문자문의,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113131473&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1906px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,5
21,국민 일자리 벼룩시장,백만김밥/도시락,"주방 경력자 및 김밥 가족을 모십니다/ 근무시간,급여 협의조정/상세정보참조",,회사내규에 따름,2024-09-19,2999-12-31,부산 부산진구 성지로 158,무관,무관," 위촉직, 프리랜서","주방·주방보조·설거지, 주방장·조리사, 서빙·포장",http://www.findjob.co.kr/job/view/0113155952094094/WJ010310/,010-2023-9179,"08:00~20:00 협의가능, 휴게시간 포함","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113155952&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2143px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,9
22,국민 일자리 벼룩시장,더리본 주식회사,"장례행사 도우미(서빙,세팅) 1일 15만+추가수당 / 웨딩플래너,상례사,영업사원 모집",,"150,000원 이상",2024-09-19,2999-12-31,부산 부산진구 자유평화로 11,무관,무관," 정규직, 계약직, 아르바이트(파트타임)","상조·웨딩·연회, 서빙·포장, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113156629084084/WJ010310/,010-2320-2677,09:30~17:30,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113156629&amp;InputBranch=84&amp;LayoutBranch=84&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2290px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,9
23,국민 일자리 벼룩시장,남산정요양병원,"남산정요양병원 조리사, 조리원 정규직 구함 월9~10회휴무/연차별도/ 조리사자격증소지자",,회사내규에 따름,2024-09-19,2999-12-31,부산 북구 만덕대로 158,무관,무관, 위촉직,"주방장·조리사, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113156969094094/WJ010310/,010-7196-9992,"06:00~18:00 협의가능, 2교대(8시간)도 협의가능","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113156969&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1347px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,사회형,15
24,국민 일자리 벼룩시장,병천순대국밥,"홀오전반 09시30분~17시일당83,000/ 주방오후반 17시~23시 일당73,000",,"1,920,000원",2024-09-19,2999-12-31,부산 해운대구 대천로 108,무관,무관," 정규직, 아르바이트(파트타임)","요리·서빙 기타, 주방·주방보조·설거지, 서빙·포장",http://www.findjob.co.kr/job/view/0113156552094094/WJ010310/,010-9495-0292,17:00~23:00 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113156552&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1204px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,12
25,국민 일자리 벼룩시장,우진 ENG 유통,보일러 설치기사 경력자우대,,회사내규에 따름,2024-09-19,9999-01-01,부산 금정구 장전로 22-11,무관,무관," 위촉직, 프리랜서","배관·설비, 설치·수리·정비·AS, 기계·설비",http://www.findjob.co.kr/job/view/0113155340094094/WJ010310/,010-6667-0135 문자문의,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113155340&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1345px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,13
26,국민 일자리 벼룩시장,옛날오막집,"주방보조(종일,오전,오후) / 홀서빙 오후반 모집 (시간조절가능)",,회사내규에 따름,2024-09-19,2999-12-31,부산 서구 구덕로274번길 14,무관,무관, 위촉직,"서빙·포장, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113155244094094/WJ010310/,010-8210-6973 문자문의,"09:30~15:30 협의가능, 휴게시간 포함","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113155244&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1627px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,16
27,국민 일자리 벼룩시장,한국취업 (구인 구직) 정보,"파출부, 식당업소 일하실분 쓰실분 모집",,회사내규에 따름,2024-09-19,2999-12-31,부산 사하구 낙동남로 1401-1,무관,무관," 위촉직, 프리랜서","청소·미화·방역, 가사도우미·베이비시터, 주방·주방보조·설거지",http://www.findjob.co.kr/job/view/0113154306094094/WJ010310/,010-3857-0406 문자문의,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113154306&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2074px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,10
28,국민 일자리 벼룩시장,브이호텔,(부산브이호텔) 청소 /주간 카운터 직원 구합니다,,"2,500,000원",2024-09-19,2999-12-31,부산 해운대구 구남로18번길 46,무관,무관, 위촉직,"모텔·호텔·숙박, 청소·미화·방역",http://www.findjob.co.kr/job/view/0113154057094094/WJ010310/,010-5136-5765 문자문의,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113154057&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1368px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,12
29,국민 일자리 벼룩시장,명성,"T셔츠 전문업체 본봉사, 특종 구함",,회사내규에 따름,2024-09-19,9999-01-01,부산 연제구 해맞이로 51,무관,무관," 위촉직, 프리랜서",섬유·재단·미싱,http://www.findjob.co.kr/job/view/0113153971094094/WJ010310/,051-503-4921,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113153971&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1415px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,11
30,국민 일자리 벼룩시장,선안요양병원,(선안요양병원 ) 조리사 (조리사면허증필수),,회사내규에 따름,2024-09-19,2999-12-31,부산 사하구 다대로 616,무관,무관, 위촉직,"주방·주방보조·설거지, 요리·서빙 기타",http://www.findjob.co.kr/job/view/0113151912094094/WJ010310/,010-2086-8522 문자문의,06:00~18:00 휴게시간 포함,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113151912&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1390px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,10
31,국민 일자리 벼룩시장,한국인력개발원,"(부산건설현장인력) 함께 일할분 100%출력 당일지급 초보,경력자,알바환영",,회사내규에 따름,2024-09-19,2999-12-31,부산 사상구 사상로 149,무관,무관, 위촉직,"생산·제조·조립·인쇄, 건설마감, 건설현장",http://www.findjob.co.kr/job/view/0113151506094094/WJ010310/,010-3807-7221 문자문의,협의가능 협의가능,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113151506&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""1260px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,4
32,국민 일자리 벼룩시장,더리본 주식회사,"아주간단하고쉬운일 +일20이상+ 행사도우미(장례/웨딩),남여무관,초보",,"200,000원 이상",2024-09-19,9999-01-01,부산 북구 낙동대로 1791,무관,무관, 위촉직,"서빙·포장, 상조·웨딩·연회, 서비스 기타",http://www.findjob.co.kr/job/view/0113152065083083/WJ010310/,010-4485-3651,"협의가능 협의가능, 파트별 상세 구인내용 참조","<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113152065&amp;InputBranch=83&amp;LayoutBranch=83&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""3692px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,15
33,국민 일자리 벼룩시장,주식회사 선일물산,"조미오징어및 어포생산업체 어포건조 1명, 가공 생산라인1명/ 어포포장 1명",,"10,500원",2024-09-19,2999-12-31,부산 사하구 다대로1066번길 6,무관,무관, 정규직,"생산·제조·조립·인쇄, 농수산물 가공·식품 제조, 포장·검사",http://www.findjob.co.kr/job/view/0113149499094094/WJ010310/,051-263-8586,08:30~17:30,"<iframe src=""/job/include/2018/RanderPage/AdDetail/AdLoad_DetailInfoIFrame.asp?LineAdID=113149499&amp;InputBranch=94&amp;LayoutBranch=94&amp;AdKind=L&amp;AdGbn=PaperJob&amp;PageMode=FrontAdDetail"" width=""930"" height=""2110px"" frameborder=""0"" scrolling=""no"" name=""DetailFrame"" id=""DetailFrame""></iframe><!-- 180918 수정 --> <div id=""printdetail""></div>",,,현실형,10
