출처,기업명,제목,급여,등록일,마감일,근무지역,경력,학력,근무형태,근무직종,연락처,세부내용,자격면허,우대사항,링크,조회수
고용24,스마일재가복지센터,[부곡동] 입주 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-22,2024-12-21,"부산광역시 금정구 오시게로58번길 20, 인근 거주 (부곡동)",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",건강보험업,,"<td>
              
              [스마일재가복지센터] (입주)<br/>-부곡동 (오시게로 58번길 인근) <br/>-4등급 80대 여자어르신 (배우자와 거주)<br/>-주6일 9시~12시/ 서비스이용자의 상황에 따라 근로시간 외 “추가시간”이 있을 수 있음 <br/>-시급: 12,500원 (기본시급 9,860원+주휴수당.연차수당 등 포함) <br/>-문의: 010-4911-1501<br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBC002410220001&rtnTarget=list1&pageIndex=2&rtnUrl=?,83
고용24,금강재가노인복지센터,[양정동] 재가요양보호사 모집,"시급 9,860원 이상",2024-10-22,2024-12-21,"부산광역시 부산진구 거제대로 37, - (양정동, 현대아파트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",그 외 기타 보건업,,"<td>
              
              [ 양정 현대2차아파트 ]<br/><br/>* 3등급 84세 여자어르신 (아들과 거주)<br/>* 산책, 말벗, 간식제공<br/>* 근무시간: 14:00~17:00(주5일, 3시간)<br/>* 시급12,500원 (주휴수당+연차수당 포함/기본시급 9,860원)<br/>* 채용담당자: 010-4578-8386
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KF10912410220005&rtnTarget=list2&pageIndex=2&rtnUrl=?,67
고용24,남부건업(주),[명지 삼정그린코아] 경비원,월급 291만원 ~ 291만원,2024-10-22,2024-12-21,"부산광역시 강서구 명지국제3로 97, . (명지동, 삼정그린코아 더베스트)",관계없음,학력무관,"주 4일 근무
(주 소정근로시간: 40시간)",사업시설 유지․관리 서비스업,051-309-5222,"<td>
              
              ** 북구청 채용대행 **<br/>[ 명지 삼정그린코아 더베스트 경비원 ]<br/><br/>1. 근무 : 격일 (휴게 : 주간3시간 / 야간4시간)<br/>2. 급여 : 2,919,360원<br/>3. 신임경비이수증, 부사관 이상 지원가능<br/>4. 창원 본사(용원동) 면접 가능하신분 지원바랍니다.<br/><br/>**지원문의 : 북구청 취업정보센터 051-309-5222
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBI002410220001&rtnTarget=list3&pageIndex=2&rtnUrl=?,129
고용24,효산요양원,효산요양원 시설요양보호사 구인,월급 225만원 ~ 226만원,2024-10-22,2024-12-21,"부산광역시 기장군 철마면 철마삼동로 103, ,",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",노인 요양 복지시설 운영업,,"<td>
              
              ㅁ 효산요양원 시설요양보호사 모집ㅁ<br/>- 직무내용 : 입소어르신의 전반적 케어<br/>- 자격요건 : 요양보호사 자격 필수<br/>- 근무형태 : 주 5일(근무표에 따름) / 나이트 7개, 연차 별도 지급<br/>** 주간 : 07:30~17:30 (휴식시간 2시간)<br/>** 야간 : 17:30~07:30 (휴식시간 5.5시간)<br/>- 급여: 월 225만원~226만원<br/>- 근무장소 : 기장군 철마면 철마삼동로 103<br/>- 복리후생 : 4대보험, 퇴직연금<br/>- 접수방법 : 이력서 - 전화후 방문, 전자우편(hyosan0675@gmail.com), 팩스(051-508-0679)<br/>- 문의: 051-508-0675<br/>
</td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410220001&rtnTarget=list4&pageIndex=2&rtnUrl=?,21
고용24,승민수산,[다대동]자반공등어 가공업체 작업장근무자 구인,월급 250만원 이상,2024-10-22,2024-12-21,"부산광역시 사하구 다대로605번길 9, 3층 1호 (다대동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)","신선, 냉동 및 기타 수산물 도매업",051-220-5692,"<td>
              
               [다대동] 수산물(고등어 자반) 가공공장 작업장근로자 구인 <br/>- 업무: 자반고등어(냉동) 운반,포장,출고,정리 등등<br/>- 근무시간 : 07;30분~18시(휴게 12~13시,15;30분~16시)<br/>- 급여: 250만원 <br/><br/>* 사하구청 일자리센터 채용대행 입니다 지원문의 220-5692 전화주세요 
            </td>",관계없음  ,"(준)고령자(50세이상)
              	운전면허증",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBK002410220002&rtnTarget=list5&pageIndex=2&rtnUrl=?,61
고용24,오즈소아청소년과의원,오즈소아청소년과의원 조리사 모집(정관),월급 210만원 ~ 250만원,2024-10-22,2024-12-21,"부산광역시 기장군 정관읍 정관로 698, 2층일부, 3 (일부), 8층",경력 (최소 1년 0 개월 이상) 필수,학력무관,"주 5일 근무
(주 소정근로시간: 40시간)",보건업,,"<td>
              
              ㅁ 업  체 명 : 오즈소아청소년과의원<br/>ㅁ 근무주소 : 정관읍 정관로 698, 2,3,8층<br/>ㅁ 모집직종 : 조리사 <br/>ㅁ 근무시간 : 주 5일, 06:30~18:30내 8시간(스케쥴에 따른 교대근무)<br/>                   (휴게 13:00~14:30)  **근무시작일 : 2024.12.02.예정<br/>ㅁ 급여사항 : 월 210만원~250만원(협의가능)<br/>ㅁ 우대사항 : 경력 1년이상(필수), 조리사 자격증(필수)<br/>ㅁ 복리후생 : 4대보험, 퇴직금, 1식 제공<br/>ㅁ 접수방법 : 전화 후 방문, 이메일(newoz2024@naver.com) 입사지원 - 이력서, 자기소개서<br/>ㅁ 문의 : 010-5444-2774 
            </td>",한식조리기능사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410210011&rtnTarget=list6&pageIndex=2&rtnUrl=?,3
고용24,해인재가복지센터,재가요양보호사 모집(일광),"시급 9,860원 이상",2024-10-22,2024-12-21,"부산광역시 기장군 일광읍 문오성길 299, 파인그로브 인근",관계없음,학력무관,"주 6일 근무
(주 소정근로시간: 18시간)",방문 복지서비스 제공업,,"<td>
              
              ㅁ 업 체 명 : 해인재가복지센터(기장)<br/>ㅁ 근무주소 : 일광읍 문오성길 기장미역 인근<br/>ㅁ 모집직종 : 재가 요양보호사  1명 ( 대상자 : 3등급  85세 여자어르신, 독거)<br/>                 * 신체활동지원 및 가사, 일상생활지원<br/>ㅁ 우대사항 : 요양보호사 자격증(필수)<br/>ㅁ 근무시간 : 주6일,  09:00~12:00 (월 26회)<br/>ㅁ 급여사항 : 시급 11,832원 +기타수당<br/>ㅁ 복리후생 : 4대보험, 퇴직연금<br/>ㅁ 접수방법 : 전화 후 방문 접수 - 자격증사본, 건강검진서<br/>ㅁ 연락처 : 051-721-1482  <br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자 마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410210010&rtnTarget=list7&pageIndex=2&rtnUrl=?,117
고용24,부산노인복지센터,[강서구 대저동]재가요양보호사,"시급 9,860원 ~ 9,860원",2024-10-22,2024-12-21,부산광역시 강서구 대저로 76-11 (대저1동),관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",그 외 기타 보건업,,"<td>
              
              -4등급 80세 남자어르신,  독거<br/>-주3일 10-13시(3시간)<br/>*월수금/ 화목토 선택가능<br/>*오전/오후 시간 조절가능<br/>-시급 및 수당포함 12,500원<br/>-식사준비,일상생활지원 등 <br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KEC0052410210008&rtnTarget=list8&pageIndex=2&rtnUrl=?,92
고용24,헬로컴퍼니,[개금 아이사랑 산부인과 조리원 구인 ],월급 224만원 ~ 224만원,2024-10-22,2024-12-21,"부산광역시 부산진구 가야대로 470, 아이사랑 산부인과 11층, 3층 (개금동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 39시간)",그 외 기타 숙박업,,"<td>
              
              [개금 아이사랑 산부인과 조리원 구인 ]<br/> 산후조리원 급식 셋팅, 배식, 설거지, 주방청소 업무<br/><br/>- 근무시간: 06:00~19:30 (휴게시간 4시간)<br/>- 20일 근무, 10일휴무<br/>- 월급: 2,240,980원<br/>- 경력무관. 자격증 무관<br/>- 위생이 중요하므로 깔끔하게 관리하실 수 있는 분이면 좋겠습니다.<br/> <br/>- 지원 희망하시는 분은 부산진구청 취업정보센터 (051-605-6403)로 연락주시기 바랍니다.<br/><br/>** 다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다. 자세한 사항은 근로계약 진행시 채용담당자와 협의하시길 바랍니다
            </td>",관계없음  ,"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBH002410210009&rtnTarget=list9&pageIndex=2&rtnUrl=?,16
고용24,사상재가방문요양센터,[덕포동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-22,2024-12-21,"부산광역시 사상구 백양대로804번길 31, .. (덕포동, 부원파크타운)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",방문 복지서비스 제공업,,"<td>
              
              - [덕포동] 부원파크타운 아파트 거주 4등급 남자(배우자동거)<br/>- 근무시간 :09:00~12:00(주5일)<br/>- 일상가사 지원 및 신체활동 / 음식솜씨 좋으신분 우대<br/>- 시급 : 12,800원 (주휴 및 제수당포함)
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBJ002410210011&rtnTarget=list10&pageIndex=2&rtnUrl=?,169
고용24,(주)가온누리재가복지센터,[좌천동] 재가요양보호사 모집,"시급 9,860원 ~ 12,800원",2024-10-21,2024-12-20,부산광역시 동구 증산로 121 (좌천동),관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",노인 요양 복지시설 운영업,,"<td>
              
              - 좌천동 데레사여고 인근<br/>- 3등급 101세 할머니 / 독거, 거동가능(지팡이 이용)<br/>- 주3일 / 13:30~16:30 <br/>- 시급 9,860원(수당미포함 / 포함 시 약 12,800원)<br/>- 가사지원, 일상생활지원, 신체활동지원 등<br/>- 채용담당자 T. 010-3862-6803 (통화 후 방문) [가온누리재가복지센터]
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBG002410210012&rtnTarget=list1&pageIndex=3&rtnUrl=?,17
고용24,한사랑재가복지센타,[대연동] 재가요양보호사 모집,"시급 9,860원 이상",2024-10-21,2024-12-20,"부산광역시 남구 유엔로 81 (대연동, 대연푸르지오클라센트)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",그 외 기타 보건업,,"<td>
              
              [대연동] 재가요양보호사 선생님 모집합니다.<br/><br/>- 4등급 여자어르신<br/>- 15:00~18:00 / (월, 화, 목, 금, 토) 주5일 근무 가능한 자<br/>- 시급 : 9,860*(주휴, 연차수당 별도 지급)  - 포괄시급 : 12,500<br/>- 청소, 세탁, 식사준비 등 일상생활케어와 산책, 병원동행<br/><br/>- 채용담당자 : 051-634-5112 / 010-6894-9101 [ 한사랑재가복지센터 ]<br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정지) 등에 차이가 있을 수 있음
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBM002410210006&rtnTarget=list2&pageIndex=3&rtnUrl=?,127
고용24,다사랑재가복지센터,[전포동] 재가 요양보호사 모집,"시급 9,860원 ~ 12,500원",2024-10-21,2024-12-20,부산광역시 부산진구 진남로442번길 34-4 (전포동),경력 (최소 0년 3 개월 이상) 필수,학력무관,주 5일 근무,개인 간병 및 유사 서비스업,,"<td>
              
              [전포동] 재가 요양보호사 모집<br/><br/>* 3등급 여자어르신 <br/>* 주5일 근무, 13:00~16:00<br/>* 급여 : 기본 시급 9,860원(시간당 주휴슈당 1,972원, 연차수당 668원 별도)<br/>* 일상생활 지원 및 신체, 정서지원, 가사지원 등<br/>* 근무지 : 부산진구 진남로442번길 34-4<br/><br/>***지원을 희망하시는 분은 051-501-8858(센터장)으로 연락을 하시면 됩니다.<br/><br/>● 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음.
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBA002410210008&rtnTarget=list3&pageIndex=3&rtnUrl=?,133
고용24,웅상재가노인복지센터,재가요양보호사 모집(정관),"시급 9,860원 ~ 9,860원",2024-10-21,2024-12-20,"부산광역시 기장군 정관읍 가동2길 5, 가동초등학교 인근",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",노인 요양 복지시설 운영업,,"<td>
              
              ㅁ 업 체 명 : 웅상재가노인복지센터(양산)<br/>ㅁ 근무주소 : 정관 가동초등학교 인근 빌라<br/>ㅁ 모집직종 : 재가요양보호사 1명 (3등급 71세 여자어르신)<br/>                 *실내 신체활동 지원 위주, 가사활동*  <br/>ㅁ 우대사항 : 요양보호사 자격증(필수)<br/>ㅁ 근무시간 : 주 5일, 13:00~16:00 (추가 근무있음/문의바람) <br/>ㅁ 급여사항 : 시급12,400원(수당포함) + 교통비 50,000원<br/>ㅁ 복리후생 : 4대 보험, 퇴직금<br/>ㅁ 접수방법 : 전화 후 방문- 자격증사본, 건강검진결과서 <br/>ㅁ 연락처 : 055-367-1388 <br/><br/>*실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음*
            </td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBD002410210005&rtnTarget=list4&pageIndex=3&rtnUrl=?,66
고용24,케어닥방문요양센터부산점,[안락동] 요양보호사 모집,"시급 9,860원 이상",2024-10-21,2024-12-20,"부산광역시 동래구 충렬대로 345, 인근 (안락동)",관계없음,학력무관,"주 5일 근무
(주 소정근로시간: 15시간)",그 외 기타 보건업,,"<td>
              
              *안락동 충렬사 인근 주택 <br/>- 3등급 할머니(80대 독거)/거동가능<br/>- 산책, 실내청소 및 식사준비 등<br/>- 주5일, 09:00~12:00<br/>- 시급: 12,800원(주휴및 제수당 포함)
            </td>",요양보호사1급(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBJ002410210010&rtnTarget=list5&pageIndex=3&rtnUrl=?,215
고용24,감동재가복지센터,[부암동] 재가요양보호사 모집,"시급 9,860원 ~ 9,860원",2024-10-21,2024-12-20,"부산광역시 부산진구 신천대로220번길 77-10, .. (부암동, 야긴 다하임)",관계없음,학력무관,"주 3일 근무
(주 소정근로시간: 9시간)",그 외 기타 비거주 복지 서비스업,,"<td>
              
              [부암동] 재가요양보호사 채용<br/>- 근무지 : 부산진구청 뒤 야긴다하임 <br/>- 3등급 70대 남자어르신 (독거)<br/>- 근무시간 : 오후1시-4시 (주3일/ 월수금)<br/>- 근무내용 : 가사 및 일상생활 지원<br/>- 시급 : 12,500원 (주휴,연차수당을 포함한 포괄시급)<br/><br/>문의사항은 부산진구청 취업정보센터로 전화주세요(☎051-605-6406)<br/><br/>다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있습니다.<br/>
</td>",요양보호사(필수),"(준)고령자(50세이상)
              	",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=&wantedAuthNo=KJBH002410210008&rtnTarget=list6&pageIndex=3&rtnUrl=?,137
