출처,기업명,제목,등록일,마감일,근무형태,링크,연락처,세부내용
장노년일자리지원센터,북구청,의료급여 업무보조 기간제근로자 채용 공고,2024-08-08,2024-08-09,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3199,로그인 후 조회가능로그인,"
세부내용
 부산광역시 북구청 생활보장과에서 의료급여 업무보조 기간제근로자를 채용하고자 다음과 같이 공고합니다.<br/><br/>- 모집분야 : 의료급여 업무보조 기간제근로자<br/>- 담당업무 : 전산등록 및 서류정리 등 업무보조<br/>- 근무기간 : 2024. 9. 2.(월) ~ 2024. 12. 31.(화)<br/>- 근무시간 : 14:00~18:00, 주5일(20시간) 근무<br/>- 급 여 : 일 44,000원(시간당 11,000원)<br/>- 접수기간 : 2024. 8. 8.(목) ~ 8. 9.(금)?2일간<br/>- 접수방법 : 근무시간 방문접수(우편 및 이메일 접수 미실시)<br/>- 접 수 처 : 부산광역시 북구청 생활보장과 생활보장팀(본관 1층)<br/>- 문 의 : 북구청 생활보장과(051-309-4334)<br/><br/>※ 자세한 공고내용은 첨부파일을 참고하시기 바랍니다.<br/>

"
장노년일자리지원센터,연제구청,의료급여관리사 기간제근로자 채용 공고연장,2024-07-18,2024-08-09,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3198,로그인 후 조회가능로그인,"
세부내용
 연제구에서는 의료급여사례관리사업을 추진하기 위한 의료급여관리사 기간제근로자를<br/>다음과 같이 채용 공고연장합니다.<br/><br/>1. 채용분야 : 의료급여관리사<br/>2. 채용인원 : 1명<br/>3. 채용기간 : 채용일로부터 25. 8. 31.까지<br/>4. 근무조건 : 주5일, 1일 8시간(09:00~18:00)<br/>5. 근 무 지 : 부산광역시 연제구청 생활보장과<br/>6. 선발방법 : (1차) 서류심사, (2차) 면접심사<br/>7. 접수기간 : 2024. 7. 18.(목) ~ 2024. 8. 9.(금)<br/>8. 1차 합격자 발표 : 2024. 8. 13.(화)한 *개별통보<br/>9. 면접일자 : 2024. 8. 14.(수)<br/>10. 최종합격자 발표 : 2024. 8. 20.(화)한 *구 홈페이지 공고 및 개별통보 예정<br/>

"
장노년일자리지원센터,영도구보건소,영도구보건소 예방접종실 기간제근로자 채용 공고,2024-08-02,2024-08-09,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3197,로그인 후 조회가능로그인,"
세부내용
 * 인플루엔자 예방접종사업 상담 및 사업 홍보<br/>* 인플루엔자 백신 및 소모품 관리<br/>* 인플루엔자 예방접종 지원사업 업무 보조<br/>* 인플루엔자 미접종자 접종 독려<br/>* 코로나19 접종 및 예방접종실 운영 업무보조 등<br/>

"
장노년일자리지원센터,부산광역시 남구청,2024년 부동거래신고 업무보조 기간제근로자 채용 공고,2024-08-08,2024-08-14,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3196,로그인 후 조회가능로그인,"
세부내용
2024년 부동산 거래신고 업무보조 및 민원서류발급 기간제근로자 채용계획을 다음과 같이 공고합니다.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>1. 모집분야 및 인원<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 분 야 : 부동산 거래 신고 업무보조 및 민원서류발급<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 채용인원 : 1명<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 근무기간 : 2024. 9. 2. ~ 11. 8.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>※ 근무기간은 2024. 9. 2. ~ 11. 8.까지 원칙으로 하나 예산범위 내에서 변경 가능<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>2. 근무조건<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 보 수 : 일급 90,560원, 주차ㆍ월차수당 지급<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 근무시간 : 주5일, 1일 8시간(09:00 ~ 18:0)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 근 무 지 : 남구청 토지정보과(2층)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>3. 채용일정<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 서류접수기간 : 2024. 8. 8.(목) ~ 8. 14.(수)(본인 방문 접수)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 접수방법 : 본인 방문 접수, 남구청 2층 토지정보과 ▶신분증 지참<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 1차 서류합격자 : 2024. 8. 21.(수) (합격자 개별 유선 연락 및 홈페이지 공고)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 면접시험 : 2024. 8. 28.(수)/1차 합격자에 한함<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 최종합격자 발표 : 2024. 8. 29.(목)(합격자 개별 유선 연락 및 홈페이지 공고)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>※기타 자세한 사항은 부산광역시 남구청 토지정보과 부동산관리팀(☎051-607-4764)으로 문의하시기 바랍니다.

"
장노년일자리지원센터,동래구청,2024년 하반기 동래스파시티(노천족욕탕) 기간제근로자 채용,2024-08-12,2024-08-14,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3195,로그인 후 조회가능로그인,"
세부내용
부산광역시 동래구 2024년 하반기 동래스파시티(노천족욕탕) 기간제근로자를 다음과 같이 모집합니다.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>1. 채용인원 : 1명(기간제근로자)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>2. 채용일자 : 2024. 9. 1.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>3. 근무장소 : 동래스파시티 온천노천족욕탕(동래구 금강공원로26번길 21)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>4. 근무기간 : 2024. 9. 1. ~　12. 31. (4개월)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>5. 응시자격<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 자격요건<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 채용공고일(2024.8.1.) 현재 부산광역시에 거주하는 자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>-「부산광역시동래구 기간제근로자 관리 규정」에 적합한 자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>-「지방공무원법」제31조에 규정한 결격사유가 없는 자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- ‘성범죄경력조회’ 및 ‘아동학대관련범죄전력조회’ 결과 범죄 전력이 없는 사람<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 봉사정신이 투철하고 신체 건강한 자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 토·일 근무 가능하고, 긴급 상황시 출근 가능한 자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>○ 우대요건<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 시설물 유지 관리 업무 유경험자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 기계·전기 관련 자격증 소지자<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>- 동래구 거주자(공고일 전일 동래구에 주민등록이 되어 있는 자)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>※ 우대요건 증빙서류 중 행정정보공동이용으로 확인할 수 없는 자료는<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>응시자가 제출하여야 함.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>6. 서류접수기간 : 2024. 8. 12.(월) ~ 8. 14.(수) 18:00까지<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>7. 접수장소 : 동래구 문화시설사업소(문의 : ☎550-6602)<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>8. 접수방법 : 본인방문, 전자우편 등

"
장노년일자리지원센터,부산광역시청,2024년 부산광역시 열린행사장 컨텐츠 운영 관리 기간제노동자 채용 공고,2024-08-08,2024-08-09,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3194,로그인 후 조회가능로그인,"
세부내용
 2024년 부산광역시 열린행사장의 컨텐츠 운영 관리를 위해 다음과 같이 채용 공고 하오니 관심 있는 분들의 많은 참여 바랍니다 <br/><br/><br/>  ○ 공고기간 : 2024.8.1(목) ~ 8.7.(수) <br/>  ○ 서류접수 : 2024.8.8.(목) ~ 8.9.(금) <br/>※ 자세한 일정 및 세부내용은 첨부파일을 참고하시길 바라며, 문의사항은 유선 (☎051-888-8721)으로 연락주시기 바랍니다.<br/>

"
장노년일자리지원센터,기장군청,목조문화재 감시(순찰) 기간제근로자 채용,2024-07-31,2024-08-01,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3193,로그인 후 조회가능로그인,"
세부내용
 *목조문화재 감시(순찰) 기간제근로자 채용공고*<br/><br/>1. 채용인원: 4명<br/>2. 채용분야: 목조문화재 감시(순찰)<br/>3. 채용기간<br/>- 2024. 1. 2. ~ 2024. 10. 31. 2명<br/>- 2024. 3. 2. ~ 2024. 12. 31. 2명<br/>4. 주요업무내용<br/>- 문화재 재난예방을 위한 감시 및 순찰 업무<br/>- 화재요소 및 문화재 낙서 등 훼손요인 예방<br/>- 문화재 시설 주변 제초, 청소 등 문화재 안전에 필요한 일반관리 등<br/>5. 근무조건<br/>- 계약기간: 2024. 8. 19. ~ 2024. 12. 31. 1명,<br/>- 보수: 90,264원/1일(4대 보험료 포함), 각종 수당, 연차유급휴가, 주차수당 지급<br/>- 근무시간: 09:00 ~ 18:00(휴게시간 1시간 포함)<br/>- 근무장소: 기장장관청 및 기장향교<br/>- 매주 월요일 휴무/매주 토일 교대 휴무<br/><br/>※ 기타 자세한 사항은 첨부된 파일 참고<br/><br/>** 문의 : 기장군청 문화체육과(☎051-709-3971) **<br/>

"
장노년일자리지원센터,사상구청,2024년 교통유발부담금 기간제근로자(전산입력보조) 재채용 공고,2024-07-24,2024-07-30,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3192,로그인 후 조회가능로그인,"
세부내용
 2024년 교통유발부담금 기간제근로자(전산입력보조)를 붙임과 같이 (재)채용 공고하고자 합니다.<br/>

"
장노년일자리지원센터,재단법인부산여성가족과 평생교육진흥원,부산여성가족과 평생교육진흥원 원장 채용 공고,2024-07-26,2024-08-12,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3191,로그인 후 조회가능로그인,"
세부내용
부산여성가족과 평생교육진흥원 원장 채용 공고<br/>부산광역시의 출연기관인 「재단법인 부산여성가족과 평생교육진흥원」에서는 양성평등사회 실현 및 건강한 가정을 구현하고,평생교육 진흥에 기여하기 위해 부산여성가족과 평생교육진흥원을 창의적으로 이끌어 나갈 역량과 지도력을 갖춘 유능한 원장을 모시고자 합니다.<br/><br/>1. 임용직위 : 재단법인부산여성가족과 평생교육진흥원 원장2. 임기 및 계약  ○ 임  기 : 2년(1년 연임 가능)     - 단, 현 시장이 연임되지 않고, 새로운 시장이 선출되는 경우에는 남은 임기에도  불구하고 새로운 시장의 임기가 개시되기 전에 그 임기가 종료된 것으로 함  ○ 계  약 : 지방자치단체 출자?출연기관의 운영에 관한 법률 제11조에 따라 부산광역시장과 성과계약 체결3. 응모자격  ○ 부산여성가족과 평생교육진흥원의 사업과 관련하여 전문지식과 경험이 풍부하며, 사회적 덕망이 있는 자(정관 제7조)  ○ 지방자치단체 출자?출연기관의 운영에 관한 법률 제10조(임원의 결격사유)에 해당하지 않는 자4. 응모원서 접수  ○ 접수기간 : 2024. 7. 26(금) ∼ 8. 12(월), 09:00 ∼ 18:00  ○ 접 수 처 : 부산여성가족과 평생교육진흥원 경영혁신실     ※ 주소 : (46510) 부산시 북구 효열로 256(금곡동)  ○ 접수방법 : E-mail, 우편, 방문접수 중 선택     - E-mail접수 : insa@bgli.re.kr(18:00 마감)     - 우편접수 : 접수기간 마감일 18:00 도착분에 한해 접수함     - 방문접수 : 평일 근무시간 내(9:00~18:00)<br/><br/>공모관련 자세한 사항은 붙임 공고문 등을 확인하시기 바랍니다. <br/>2024년 7월 26일<br/>재단법인부산여성가족과 평생교육진흥원 임원추천위원회 위원장<br/>

"
장노년일자리지원센터,부산광역시 인재개발원,2024년 하반기 인재개발원 기간제노동자(식당보조) 채용 공고,2024-08-12,2024-08-13,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3190,로그인 후 조회가능로그인,"
세부내용
 2024년 하반기 인재개발원 기간제노동자(식당보조) 채용 공고 <br/><br/>2024년 하반기 부산광역시 인재개발원 식당보조 기간제노동자 채용계획을 다음과 같이 공고합니다. <br/>○ 근로기간: 2024. 9. 1. ~ 12. 31. (4개월간) ○ 근무시간: 주 5일(20시간), 1일 4시간(10:30~15:00, 휴게시간 30분) ○ 근로내용: 식당 급식업무 보조(식기 및 조리기구 등 세척, 청소 및 위생관리 등) ○ 채용인원: 5명 <br/><br/>* 응시원서, 제출서류 등 자세한 사항은 공고문을 참고하시기 바랍니다. <br/>붙임  공고문.  끝.<br/>2024년 7월 23일 <br/><br/>부산광역시 인재개발원장<br/>

"
장노년일자리지원센터,연제구보건소,2024년 신종감염병 대응 기간제근로자 채용 공고,2024-07-24,2024-07-26,기간제,https://www.busan50plus.or.kr/job/gojob/view?seq=3189,로그인 후 조회가능로그인,"
세부내용
부산광역시 연제구 보건소에서 근무할 신종감염병 대응 기간제근로자 채용을 다음과 같이 공고합니다.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/><br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>1. 공 고 명: 2024년 신종감염병 대응 기간제근로자 채용 공고<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>2. 공고기간: 2024. 7. 19. ~ 7. 26.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>3. 채용분야 및 인원: 신종감염병 대응 업무 1명<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>4. 원서접수: 2024. 7. 24. ~ 7. 26.<br style='font-family: ""Noto Sans"", ""Noto Sans KR"", GmarketSans, ""맑은 고딕"", MalgunGothic, sans-serif; color: rgb(102, 102, 102); font-size: 18px; text-wrap: wrap; background-color: rgba(255, 255, 255, 0.8);'/>5. 세부내용: 붙임 공고문 참조

"
